config,return_date,strategy,display_strategy,train_start,train_end,status,solver_status,capacity_infeasible,deployed_gross,gross_ret,net_ret
larger,2026-02-27,larger GM paper,GM paper,2022-12-30,2026-01-30,ok,optimal,False,0.9999999693388144,0.08561417545304106,-0.5168047640226001
larger,2026-02-27,larger Equal premium capped,Equal premium capped,2022-12-30,2026-01-30,ok,reference,False,1.0,-0.22054975707188768,-0.24353889787111233
larger,2026-02-27,larger Equal risk capped,Equal risk capped,2022-12-30,2026-01-30,ok,reference,False,1.0,-0.15244186010900718,-0.17462833627165497
larger+VIX,2021-04-30,larger+VIX E1 capped,E1 capped,2018-02-28,2021-03-31,ok,optimal,False,0.8697978132386246,0.5992122205352717,0.5749130604085898
larger+VIX,2021-04-30,larger+VIX GM paper,GM paper,2018-02-28,2021-03-31,ok,optimal,False,0.9999995025302997,0.06454986237293174,-0.6922147428815356
larger+VIX,2021-04-30,larger+VIX Equal premium capped,Equal premium capped,2018-02-28,2021-03-31,ok,reference,False,1.0,0.4380996605797289,0.4122460738887433
larger+VIX,2021-04-30,larger+VIX Equal risk capped,Equal risk capped,2018-02-28,2021-03-31,ok,reference,False,1.0,0.46126307813842016,0.4367261933941168
larger+VIX,2021-11-30,larger+VIX E1 capped,E1 capped,2018-09-28,2021-10-29,ok,optimal,False,0.8594390263242998,0.7230729581962811,0.6982125095832579
larger+VIX,2021-11-30,larger+VIX GM paper,GM paper,2018-09-28,2021-10-29,ok,optimal,False,0.9999998718414784,0.007021540693076089,-0.17468885904536144
larger+VIX,2021-11-30,larger+VIX Equal premium capped,Equal premium capped,2018-09-28,2021-10-29,ok,reference,False,1.0,0.6851259473624567,0.65854921864492
larger+VIX,2021-11-30,larger+VIX Equal risk capped,Equal risk capped,2018-09-28,2021-10-29,ok,reference,False,0.9999999999999998,0.6374349024379313,0.6131719959167542
larger+VIX,2022-06-30,larger+VIX E1 capped,E1 capped,2019-04-30,2022-05-31,ok,optimal,False,0.8714813915101746,0.050577095156564444,0.026917052869453475
larger+VIX,2022-06-30,larger+VIX GM paper,GM paper,2019-04-30,2022-05-31,ok,optimal,False,0.999999995498709,0.1099806559555905,-1.007512685935578
larger+VIX,2022-06-30,larger+VIX Equal premium capped,Equal premium capped,2019-04-30,2022-05-31,ok,reference,False,0.9999999999999998,0.3032004134961849,0.2775838162867467
larger+VIX,2022-06-30,larger+VIX Equal risk capped,Equal risk capped,2019-04-30,2022-05-31,ok,reference,False,0.9999999999999998,0.287625945148945,0.26383852395141705
larger+VIX,2022-12-30,larger+VIX E1 capped,E1 capped,2019-10-31,2022-11-30,ok,optimal,True,0.76174505198337,0.009396257285969382,-0.01288237482148635
larger+VIX,2022-12-30,larger+VIX GM paper,GM paper,2019-10-31,2022-11-30,ok,optimal,False,0.9999994877291996,0.15678672352562278,-0.19010153489293513
larger+VIX,2022-12-30,larger+VIX Equal premium capped,Equal premium capped,2019-10-31,2022-11-30,ok,reference,True,0.9497066875,-0.1801888220107207,-0.20795529700280033
larger+VIX,2022-12-30,larger+VIX Equal risk capped,Equal risk capped,2019-10-31,2022-11-30,ok,reference,True,0.9497066875000001,-0.18018882201072078,-0.20726451323045067
larger+VIX,2023-06-30,larger+VIX E1 capped,E1 capped,2020-04-30,2023-05-31,ok,optimal,False,0.8625472529624241,0.13633124309548098,0.11217207420400847
larger+VIX,2023-06-30,larger+VIX GM paper,GM paper,2020-04-30,2023-05-31,ok,optimal,False,0.999998243802812,0.10142642212939332,-0.5515748971579998
larger+VIX,2023-06-30,larger+VIX Equal premium capped,Equal premium capped,2020-04-30,2023-05-31,ok,reference,False,1.0,0.4438056561028495,0.41812044800739273
larger+VIX,2023-06-30,larger+VIX Equal risk capped,Equal risk capped,2020-04-30,2023-05-31,ok,reference,False,1.0,0.4105378526567052,0.38478183548332556
larger+VIX,2023-12-29,larger+VIX E1 capped,E1 capped,2020-10-30,2023-11-30,ok,optimal,True,0.7236992045866231,0.3366806453723349,0.31340783243489023
larger+VIX,2023-12-29,larger+VIX GM paper,GM paper,2020-10-30,2023-11-30,ok,optimal,False,0.9999999162932189,0.16765991535023136,-1.6786491209051007
larger+VIX,2023-12-29,larger+VIX Equal premium capped,Equal premium capped,2020-10-30,2023-11-30,ok,reference,True,0.8894110187499997,0.22493668771292577,0.19926609364180686
larger+VIX,2023-12-29,larger+VIX Equal risk capped,Equal risk capped,2020-10-30,2023-11-30,ok,reference,True,0.8894110187499998,0.20972750575744664,0.1831289807659327
larger+VIX,2024-07-31,larger+VIX E1 capped,E1 capped,2021-04-30,2024-06-28,ok,optimal,False,0.8351224694711151,0.08206960240696745,0.05892218707016528
larger+VIX,2024-07-31,larger+VIX GM paper,GM paper,2021-04-30,2024-06-28,ok,optimal,False,0.9999999217422868,0.13717905208491227,-2.24032602629016
larger+VIX,2024-07-31,larger+VIX Equal premium capped,Equal premium capped,2021-04-30,2024-06-28,ok,reference,False,1.0,-0.14909924443869038,-0.17539716804528357
larger+VIX,2024-07-31,larger+VIX Equal risk capped,Equal risk capped,2021-04-30,2024-06-28,ok,reference,False,1.0,-0.13745834327438777,-0.16360122665407148
larger+VIX,2025-01-31,larger+VIX E1 capped,E1 capped,2021-11-30,2024-12-31,ok,optimal,False,0.9041418209994077,0.10723440226826715,0.0790638492207808
