config,strategy,knobs_label,participation,aum,mode,solver_status,capacity_infeasible,sum_of_caps,deployed_gross,gross_sharpe,net_sharpe,gross_ann_ret,net_ann_ret,mean_monthly_capacity_cost,max_capacity_ratio,capacity_penalized_share,spread_proxy_fill
orig,Delta neutral,delta,,25000000.0,uncapped,reference,False,,0.9999998670441654,0.7813226406905281,-1.8187532714004655,0.7777224854901758,-4462.614033251353,371.92604721857174,3667.5464663272337,0.6798715203426124,False
orig,Equal premium,naive,,25000000.0,naive,reference,False,,0.9999999999999999,0.26720609586855976,-1.933944565856247,0.5349314313520563,-2324.5340431210443,193.7303842534338,5687.893886651649,0.9796573875802997,False
orig,Equal risk,naive,,25000000.0,naive,reference,False,,1.0,0.3398774829634941,-2.652835377993225,0.45098340578702545,-868.9646832010967,72.43023391031026,3100.0376406633745,0.9582441113490364,False
orig,GM combined,primary,0.05,25000000.0,hard,infeasible,True,0.029541707,0.0,,,0.0,0.0,0.0,,0.0,False
orig,GM combined,primary,0.05,25000000.0,relaxed,optimal,True,0.029541707,0.0008493304602489398,0.6991764319611116,0.39648212832952484,0.000469860118549409,0.00026748297570481895,8.817966669828638e-08,3.096215836354293,0.0032119914346895075,False
orig,GM combined alt,alt,0.05,25000000.0,hard,infeasible,True,0.029541707,0.0,,,0.0,0.0,0.0,,0.0,False
orig,GM combined alt,alt,0.05,25000000.0,relaxed,optimal,True,0.029541707,0.0008730316417328266,0.8689369661963576,0.6368087142960936,0.0008714474011587989,0.0006394206629421902,3.4145131407315815e-08,2.7013868809833643,0.0035688793718772305,False
orig,Equal premium capped,naive_capped,0.05,25000000.0,relaxed,reference,True,0.029541707,0.02806462165,0.5339601177891418,0.3499781737545934,0.02687329745752827,0.0176334982964456,0.00022851296652632783,32.637663994169095,0.20378301213418987,False
orig,Equal risk capped,naive_capped,0.05,25000000.0,relaxed,reference,True,0.029541707,0.02806462165,0.5502190612573531,0.32699152626591715,0.02704076809639374,0.01611813943202272,0.0003706204887154706,32.637663994169095,0.20092790863668808,False
larger,GM paper,default,,1000000.0,uncapped,optimal,False,,0.9999998193688079,0.4562219234084396,-1.9905397937377387,0.3166305505330694,-18.158172672371474,1.508848006132055,587.9515697257698,0.28014659243075624,True
larger,Delta neutral,delta,,1000000.0,uncapped,reference,False,,0.9999996664616466,0.4320373246287587,-1.797949430367149,0.2954296865929744,-20.605393468365587,1.7106694282467614,641.7806436169982,0.27302840228345904,True
larger,Equal premium,naive,,1000000.0,naive,reference,False,,1.0,0.5573332492175173,-1.2783891120060853,0.8965943491806048,-2.0858727392801883,0.21883281366309557,152.67175572519082,0.4907322573824794,True
larger,Equal risk,naive,,1000000.0,naive,reference,False,,1.0,0.6378869106679349,-1.3725183923015594,0.7051891230081884,-1.5913345405585992,0.16475535398125057,162.01104524792848,0.44266685460568045,True
larger,GM combined,primary,0.05,1000000.0,hard,optimal,False,1.1602636,0.8235882334085394,0.9236617007666738,0.5301910810586596,0.7876467686704485,0.44877562649302566,0.008003579599130103,32.523964558455006,0.20734371696384524,True
larger,GM combined alt,alt,0.05,1000000.0,hard,optimal,False,1.1602636,0.6381999174222109,0.8102477675285301,0.5512580807877269,0.7108452995519834,0.4820950443639515,0.004197323584775311,40.24073142563033,0.18704630347452253,True
larger,Equal premium capped,naive_capped,0.05,1000000.0,hard,reference,False,1.1602636,0.9999999999999998,0.6895406396928402,0.4751308757737148,1.090060796256262,0.7511126045837355,0.005731530932149802,47.26,0.23842413136937063,True
larger,Equal risk capped,naive_capped,0.05,1000000.0,hard,reference,False,1.1602636,1.0,0.8151652010784309,0.5500093125635136,1.2355811984651743,0.8306298094176998,0.011633124134610285,47.26,0.23384311790823878,True
larger,GM paper,default,,5000000.0,uncapped,optimal,False,,0.9999998193688079,0.4562219234084396,-2.0176919549782673,0.3166305505330694,-461.6169476011997,38.46374591686774,2939.7578486288494,0.46437381069842837,True
larger,Delta neutral,delta,,5000000.0,uncapped,reference,False,,0.9999996664616466,0.4320373246287587,-1.8192005613551159,0.2954296865929744,-522.369095440152,43.52431125922895,3208.9032180849904,0.4481640707590387,True
