arm,config,decision_date,symbol,artifact_mark,observed_mid,coverage,quote_schema,absolute_error,relative_error,regime
R1.1,larger,2025-07-31,ORCL  250815C00260000,5.15,4.6,covered,cmbp-1,0.5500000000000007,0.11956521739130452,post_2023_03_28
R1.1,larger,2025-07-31,ORCL  250815P00260000,10.3,10.325,covered,cmbp-1,0.02499999999999858,0.0024213075060531314,post_2023_03_28
R1.1,larger,2025-07-31,TSLA  250815C00310000,11.35,11.225000000000001,covered,cmbp-1,0.12499999999999822,0.01113585746102434,post_2023_03_28
R1.1,larger,2025-08-29,AMZN  250919C00220000,11.45,11.575,covered,cmbp-1,0.125,0.010799136069114472,post_2023_03_28
R1.1,larger,2025-08-29,AMZN  250919C00240000,1.26,1.3250000000000002,covered,cmbp-1,0.06500000000000017,0.04905660377358503,post_2023_03_28
R1.1,larger,2025-08-29,CCL   250919C00032000,1.15,1.025,covered,cmbp-1,0.125,0.12195121951219513,post_2023_03_28
R1.1,larger,2025-08-29,CCL   250919P00032000,0.94,1.045,covered,cmbp-1,0.10499999999999998,0.10047846889952151,post_2023_03_28
R1.1,larger,2025-08-29,COST  250919C00960000,11.1,11.275,covered,cmbp-1,0.1750000000000007,0.01552106430155217,post_2023_03_28
R1.1,larger,2025-08-29,GE    250919C00260000,16.0,17.825000000000003,covered,cmbp-1,1.8250000000000028,0.10238429172510534,post_2023_03_28
R1.1,larger,2025-08-29,GE    250919C00275000,7.4,7.824999999999999,covered,cmbp-1,0.42499999999999893,0.05431309904153341,post_2023_03_28
R1.1,larger,2025-08-29,GE    250919P00270000,4.45,4.5,covered,cmbp-1,0.04999999999999982,0.011111111111111072,post_2023_03_28
R1.1,larger,2025-08-29,GILD  250919C00115000,1.63,1.615,covered,cmbp-1,0.014999999999999902,0.009287925696594366,post_2023_03_28
R1.1,larger,2025-08-29,GS    250919C00750000,15.35,15.575,covered,cmbp-1,0.22499999999999964,0.014446227929373974,post_2023_03_28
R1.1,larger,2025-08-29,JPM   250919C00290000,13.79,14.175,covered,cmbp-1,0.38500000000000156,0.0271604938271606,post_2023_03_28
R1.1,larger,2025-08-29,JPM   250919C00295000,9.3,10.375,covered,cmbp-1,1.0749999999999993,0.10361445783132524,post_2023_03_28
R1.1,larger,2025-08-29,JPM   250919C00315000,1.26,1.2149999999999999,covered,cmbp-1,0.04500000000000015,0.03703703703703717,post_2023_03_28
R1.1,larger,2025-08-29,LLY   250919C00730000,21.5,20.6,covered,cmbp-1,0.8999999999999986,0.04368932038834944,post_2023_03_28
R1.1,larger,2025-08-29,MA    250919C00610000,3.8,3.975,covered,cmbp-1,0.17500000000000027,0.04402515723270447,post_2023_03_28
R1.1,larger,2025-08-29,META  250919C00745000,16.3,15.8,covered,cmbp-1,0.5,0.03164556962025316,post_2023_03_28
R1.1,larger,2025-08-29,META  250919C00790000,3.09,3.125,covered,cmbp-1,0.03500000000000014,0.011200000000000045,post_2023_03_28
R1.1,larger,2025-08-29,MSFT  250919C00490000,20.8,21.625,covered,cmbp-1,0.8249999999999993,0.03815028901734101,post_2023_03_28
R1.1,larger,2025-08-29,NFLX  250919C01200000,36.0,35.275000000000006,covered,cmbp-1,0.7249999999999943,0.02055279943302606,post_2023_03_28
R1.1,larger,2025-08-29,NFLX  250919C01250000,12.3,12.55,covered,cmbp-1,0.25,0.0199203187250996,post_2023_03_28
R1.1,larger,2025-08-29,NFLX  250919P01140000,6.1,7.800000000000001,covered,cmbp-1,1.700000000000001,0.21794871794871806,post_2023_03_28
R1.1,larger,2025-08-29,NFLX  250919P01200000,26.17,24.075,covered,cmbp-1,2.0950000000000024,0.08701973001038432,post_2023_03_28
R1.1,larger,2025-08-29,NVDA  250919C00172500,6.7,6.800000000000001,covered,cmbp-1,0.10000000000000053,0.014705882352941253,post_2023_03_28
R1.1,larger,2025-08-29,NVDA  250919P00165000,2.41,2.34,covered,cmbp-1,0.07000000000000028,0.029914529914530037,post_2023_03_28
R1.1,larger,2025-08-29,NVDA  250919P00175000,5.96,5.85,covered,cmbp-1,0.11000000000000032,0.018803418803418858,post_2023_03_28
R1.1,larger,2025-08-29,NVDA  250919P00180000,8.75,8.675,covered,cmbp-1,0.07499999999999929,0.008645533141210292,post_2023_03_28
R1.1,larger,2025-08-29,TSLA  250919C00340000,10.95,10.95,covered,cmbp-1,0.0,0.0,post_2023_03_28
R1.1,larger,2025-08-29,V     250919C00360000,2.8,2.84,covered,cmbp-1,0.040000000000000036,0.014084507042253534,post_2023_03_28
R1.1,larger,2025-08-29,XOM   250919C00115000,1.75,1.795,covered,cmbp-1,0.04499999999999993,0.025069637883008318,post_2023_03_28
R1.1,larger,2025-09-30,AAPL  251017C00260000,2.83,2.7199999999999998,covered,cmbp-1,0.11000000000000032,0.040441176470588355,post_2023_03_28
R1.1,larger,2025-09-30,CCL   251017C00029000,0.92,0.96,covered,cmbp-1,0.039999999999999925,0.04166666666666659,post_2023_03_28
R1.1,larger,2025-09-30,CCL   251017P00029000,1.01,0.995,covered,cmbp-1,0.015000000000000013,0.015075376884422124,post_2023_03_28
R1.1,larger,2025-09-30,COST  251017C00950000,8.25,7.475,covered,cmbp-1,0.7750000000000004,0.10367892976588634,post_2023_03_28
R1.1,larger,2025-09-30,GE    251017C00300000,7.96,8.25,covered,cmbp-1,0.29000000000000004,0.035151515151515156,post_2023_03_28
R1.1,larger,2025-09-30,GE    251017P00295000,6.25,4.800000000000001,covered,cmbp-1,1.4499999999999993,0.30208333333333315,post_2023_03_28
R1.1,larger,2025-09-30,GE_call_put_near,16.0,,missing,cmbp-1,,,post_2023_03_28
R1.1,larger,2025-09-30,GOOGL 251017C00235000,10.8,11.774999999999999,covered,cmbp-1,0.9749999999999979,0.08280254777070047,post_2023_03_28
R1.1,larger,2025-09-30,GS    251017C00780000,28.5,33.75,covered,cmbp-1,5.25,0.15555555555555556,post_2023_03_28
R1.1,larger,2025-09-30,LLY   251017C00780000,14.55,14.425,covered,cmbp-1,0.125,0.008665511265164644,post_2023_03_28
R1.1,larger,2025-09-30,LLY   251017P00760000,18.25,18.975,covered,cmbp-1,0.7250000000000014,0.038208168642951325,post_2023_03_28
R1.1,larger,2025-09-30,META  251017C00740000,16.95,16.525,covered,cmbp-1,0.4250000000000007,0.02571860816944029,post_2023_03_28
R1.1,larger,2025-09-30,META  251017P00740000,20.16,20.325,covered,cmbp-1,0.16499999999999915,0.008118081180811766,post_2023_03_28
R1.1,larger,2025-09-30,MSFT  251017C00500000,20.8,21.025,covered,cmbp-1,0.22499999999999787,0.01070154577883462,post_2023_03_28
R1.1,larger,2025-09-30,MSFT  251017C00535000,2.79,3.04,covered,cmbp-1,0.25,0.08223684210526316,post_2023_03_28
R1.1,larger,2025-09-30,NFLX  251017C01250000,11.4,11.175,covered,cmbp-1,0.22499999999999964,0.02013422818791943,post_2023_03_28
R1.1,larger,2025-09-30,NFLX  251017P01150000,12.75,11.175,covered,cmbp-1,1.5749999999999993,0.14093959731543618,post_2023_03_28
R1.1,larger,2025-09-30,NVDA  251017C00180000,10.25,10.25,covered,cmbp-1,0.0,0.0,post_2023_03_28
R1.1,larger,2025-09-30,NVDA  251017C00185000,7.06,7.05,covered,cmbp-1,0.009999999999999787,0.0014184397163120265,post_2023_03_28
R1.1,larger,2025-09-30,NVDA  251017P00180000,3.3,3.25,covered,cmbp-1,0.04999999999999982,0.01538461538461533,post_2023_03_28
R1.1,larger,2025-09-30,NVDA  251017P00185000,5.05,5.05,covered,cmbp-1,0.0,0.0,post_2023_03_28
R1.1,larger,2025-09-30,NVDA  251017P00192500,9.55,9.100000000000001,covered,cmbp-1,0.4499999999999993,0.049450549450549365,post_2023_03_28
R1.1,larger,2025-09-30,ORCL  251017P00275000,10.45,10.4,covered,cmbp-1,0.049999999999998934,0.004807692307692205,post_2023_03_28
R1.1,larger,2025-09-30,TSLA  251017C00450000,19.4,19.3,covered,cmbp-1,0.09999999999999787,0.0051813471502589565,post_2023_03_28
R1.1,larger,2025-09-30,UAL   251017C00090000,7.42,9.225000000000001,covered,cmbp-1,1.8050000000000015,0.19566395663956654,post_2023_03_28
R1.1,larger,2025-10-31,AMZN  251121C00260000,2.03,2.325,covered,cmbp-1,0.2950000000000004,0.12688172043010768,post_2023_03_28
R1.1,larger,2025-10-31,CCL   251121P00029000,1.24,1.245,covered,cmbp-1,0.0050000000000001155,0.004016064257028205,post_2023_03_28
R1.1,larger,2025-10-31,GE    251121P00300000,4.41,5.075,covered,cmbp-1,0.665,0.1310344827586207,post_2023_03_28
R1.1,larger,2025-10-31,GE_call_put_near,16.0,,missing,cmbp-1,,,post_2023_03_28
R1.1,larger,2025-10-31,GOOG  251121C00285000,7.35,7.575,covered,cmbp-1,0.22500000000000053,0.02970297029702977,post_2023_03_28
R1.1,larger,2025-10-31,GOOGL 251121C00270000,16.49,15.875,covered,cmbp-1,0.6149999999999984,0.03874015748031486,post_2023_03_28
R1.1,larger,2025-10-31,GS    251121C00800000,17.59,17.4,covered,cmbp-1,0.19000000000000128,0.010919540229885132,post_2023_03_28
R1.1,larger,2025-10-31,LLY   251121C00850000,22.75,33.775,covered,cmbp-1,11.024999999999999,0.32642487046632124,post_2023_03_28
R1.1,larger,2025-10-31,LLY   251121P00870000,27.42,30.0,covered,cmbp-1,2.5799999999999983,0.08599999999999994,post_2023_03_28
R1.1,larger,2025-10-31,META  251121C00660000,19.2,19.325,covered,cmbp-1,0.125,0.00646830530401035,post_2023_03_28
R1.1,larger,2025-10-31,META  251121P00670000,33.93,35.525,covered,cmbp-1,1.5949999999999989,0.04489795918367344,post_2023_03_28
R1.1,larger,2025-10-31,MU    251121C00215000,17.2,19.025,covered,cmbp-1,1.8249999999999993,0.09592641261498026,post_2023_03_28
R1.1,larger,2025-10-31,NFLX  251121C01150000,22.0,21.8,covered,cmbp-1,0.1999999999999993,0.009174311926605472,post_2023_03_28
R1.1,larger,2025-10-31,NVDA  251121C00195000,14.4,14.125,covered,cmbp-1,0.27500000000000036,0.01946902654867259,post_2023_03_28
R1.1,larger,2025-10-31,NVDA  251121C00200000,11.41,11.225,covered,cmbp-1,0.1850000000000005,0.016481069042316304,post_2023_03_28
R1.1,larger,2025-10-31,NVDA  251121P00197500,6.9,7.25,covered,cmbp-1,0.34999999999999964,0.04827586206896547,post_2023_03_28
R1.1,larger,2025-10-31,NVDA  251121P00212500,14.0,15.55,covered,cmbp-1,1.5500000000000007,0.09967845659163992,post_2023_03_28
R1.1,larger,2025-10-31,ORCL  251121P00250000,6.25,6.375,covered,cmbp-1,0.125,0.0196078431372549,post_2023_03_28
R1.1,larger,2025-10-31,TSLA  251121P00500000,55.0,52.625,covered,cmbp-1,2.375,0.04513064133016627,post_2023_03_28
R1.1,larger,2025-11-28,AAPL  251219C00270000,11.17,11.725000000000001,covered,cmbp-1,0.5550000000000015,0.04733475479744149,post_2023_03_28
R1.1,larger,2025-11-28,AAPL  251219C00285000,3.05,3.01,covered,cmbp-1,0.040000000000000036,0.01328903654485051,post_2023_03_28
R1.1,larger,2025-11-28,AMAT  251219C00240000,14.52,17.075,covered,cmbp-1,2.5549999999999997,0.14963396778916543,post_2023_03_28
R1.1,larger,2025-11-28,AMD   251219C00220000,9.8,9.925,covered,cmbp-1,0.125,0.012594458438287152,post_2023_03_28
R1.1,larger,2025-11-28,AMZN  251219C00225000,11.2,12.0,covered,cmbp-1,0.8000000000000007,0.06666666666666672,post_2023_03_28
R1.1,larger,2025-11-28,AMZN  251219C00250000,1.48,1.4649999999999999,covered,cmbp-1,0.015000000000000124,0.010238907849829438,post_2023_03_28
R1.1,larger,2025-11-28,C     251219C00105000,2.44,2.23,covered,cmbp-1,0.20999999999999996,0.09417040358744393,post_2023_03_28
R1.1,larger,2025-11-28,CSCO  251219C00079000,0.55,0.5800000000000001,covered,cmbp-1,0.030000000000000027,0.051724137931034524,post_2023_03_28
R1.1,larger,2025-11-28,GE_call_atm,15.0,,missing,cmbp-1,,,post_2023_03_28
R1.1,larger,2025-11-28,GE_call_put_near,16.0,,missing,cmbp-1,,,post_2023_03_28
R1.1,larger,2025-11-28,GE_put_atm,4.41,,missing,cmbp-1,,,post_2023_03_28
R1.1,larger,2025-11-28,GILD  251219C00125000,3.35,3.3,covered,cmbp-1,0.050000000000000266,0.015151515151515233,post_2023_03_28
R1.1,larger,2025-11-28,GILD  251219P00127000,1.64,3.775,covered,cmbp-1,2.135,0.5655629139072847,post_2023_03_28
R1.1,larger,2025-11-28,GOOG  251219C00320000,10.53,10.600000000000001,covered,cmbp-1,0.07000000000000206,0.006603773584905854,post_2023_03_28
R1.1,larger,2025-11-28,GOOG  251219P00320000,10.45,9.925,covered,cmbp-1,0.5249999999999986,0.0528967254408059,post_2023_03_28
R1.1,larger,2025-11-28,GOOGL 251219C00305000,19.7,20.125,covered,cmbp-1,0.4250000000000007,0.021118012422360284,post_2023_03_28
R1.1,larger,2025-11-28,GOOGL 251219P00315000,8.19,7.7,covered,cmbp-1,0.4899999999999993,0.06363636363636355,post_2023_03_28
R1.1,larger,2025-11-28,GS    251219C00800000,36.67,35.325,covered,cmbp-1,1.3449999999999989,0.03807501769285205,post_2023_03_28
R1.1,larger,2025-11-28,GS    251219P00815000,17.0,17.95,covered,cmbp-1,0.9499999999999993,0.05292479108635094,post_2023_03_28
R1.1,larger,2025-11-28,JNJ   251219C00205000,3.85,4.65,covered,cmbp-1,0.8000000000000003,0.1720430107526882,post_2023_03_28
R1.1,larger,2025-11-28,LLY   251219C01100000,20.55,22.025,covered,cmbp-1,1.4749999999999979,0.06696935300794542,post_2023_03_28
R1.1,larger,2025-11-28,LLY   251219P01050000,19.54,19.475,covered,cmbp-1,0.06499999999999773,0.003337612323491539,post_2023_03_28
R1.1,larger,2025-11-28,MA    251219C00550000,11.65,11.225000000000001,covered,cmbp-1,0.42499999999999893,0.0378619153674832,post_2023_03_28
R1.1,larger,2025-11-28,META  251219C00625000,32.47,32.55,covered,cmbp-1,0.0799999999999983,0.002457757296466922,post_2023_03_28
R1.1,larger,2025-11-28,META  251219C00650000,17.47,17.450000000000003,covered,cmbp-1,0.01999999999999602,0.001146131805157365,post_2023_03_28
R1.1,larger,2025-11-28,META  251219C00680000,6.8,6.875,covered,cmbp-1,0.07500000000000018,0.010909090909090934,post_2023_03_28
R1.1,larger,2025-11-28,META  251219P00650000,19.6,18.15,covered,cmbp-1,1.4500000000000028,0.0798898071625346,post_2023_03_28
R1.1,larger,2025-11-28,MSFT  251219C00475000,21.5,22.15,covered,cmbp-1,0.6499999999999986,0.029345372460496552,post_2023_03_28
R1.1,larger,2025-11-28,NVDA  251219C00170000,11.35,11.45,covered,cmbp-1,0.09999999999999964,0.008733624454148442,post_2023_03_28
R1.1,larger,2025-11-28,NVDA  251219C00180000,5.65,5.725,covered,cmbp-1,0.07499999999999929,0.013100436681222584,post_2023_03_28
R1.1,larger,2025-11-28,NVDA  251219P00170000,4.1,4.025,covered,cmbp-1,0.07499999999999929,0.01863354037267063,post_2023_03_28
R1.1,larger,2025-11-28,NVDA  251219P00175000,5.96,5.85,covered,cmbp-1,0.11000000000000032,0.018803418803418858,post_2023_03_28
R1.1,larger,2025-11-28,NVDA  251219P00182500,9.9,9.75,covered,cmbp-1,0.15000000000000036,0.015384615384615422,post_2023_03_28
R1.1,larger,2025-11-28,TSLA  251219C00450000,11.55,11.524999999999999,covered,cmbp-1,0.02500000000000213,0.002169197396963309,post_2023_03_28
R1.1,larger,2025-11-28,V     251219C00340000,4.05,3.85,covered,cmbp-1,0.19999999999999973,0.051948051948051875,post_2023_03_28
R1.1,larger,2025-11-28,WFC   251219C00088000,1.26,1.225,covered,cmbp-1,0.03499999999999992,0.028571428571428505,post_2023_03_28
R1.1,larger,2025-12-31,AAPL  260116C00280000,1.19,1.19,covered,cmbp-1,0.0,0.0,post_2023_03_28
R1.1,larger,2025-12-31,AMAT  260116P00250000,4.35,4.25,covered,cmbp-1,0.09999999999999964,0.0235294117647058,post_2023_03_28
R1.1,larger,2025-12-31,AMD   260116P00202500,2.91,3.3,covered,cmbp-1,0.3899999999999997,0.1181818181818181,post_2023_03_28
R1.1,larger,2025-12-31,AMZN  260116C00235000,3.1,3.0250000000000004,covered,cmbp-1,0.07499999999999973,0.024793388429751977,post_2023_03_28
R1.1,larger,2025-12-31,AMZN  260116C00242500,1.03,1.04,covered,cmbp-1,0.010000000000000009,0.009615384615384623,post_2023_03_28
R1.1,larger,2025-12-31,AVGO  260116P00335000,5.65,6.1,covered,cmbp-1,0.4499999999999993,0.07377049180327858,post_2023_03_28
R1.1,larger,2025-12-31,C     260116C00120000,1.76,1.75,covered,cmbp-1,0.010000000000000009,0.0057142857142857195,post_2023_03_28
R1.1,larger,2025-12-31,COST  260116C00860000,15.05,15.0,covered,cmbp-1,0.05000000000000071,0.003333333333333381,post_2023_03_28
R1.1,larger,2025-12-31,GE    260116C00310000,5.45,5.175,covered,cmbp-1,0.27500000000000036,0.05314009661835756,post_2023_03_28
R1.1,larger,2025-12-31,GE_call_put_near,16.0,,missing,cmbp-1,,,post_2023_03_28
R1.1,larger,2025-12-31,GILD  260116C00125000,1.6,1.6400000000000001,covered,cmbp-1,0.040000000000000036,0.024390243902439043,post_2023_03_28
R1.1,larger,2025-12-31,GOOG  260116C00315000,6.03,6.15,covered,cmbp-1,0.1200000000000001,0.019512195121951237,post_2023_03_28
R1.1,larger,2025-12-31,GOOG  260116P00315000,6.89,6.85,covered,cmbp-1,0.040000000000000036,0.005839416058394166,post_2023_03_28
R1.1,larger,2025-12-31,GOOGL 260116C00300000,15.52,16.075,covered,cmbp-1,0.5549999999999997,0.034525660964230154,post_2023_03_28
R1.1,larger,2025-12-31,GOOGL 260116C00320000,3.8,3.7750000000000004,covered,cmbp-1,0.024999999999999467,0.006622516556291249,post_2023_03_28
R1.1,larger,2025-12-31,GOOGL 260116P00310000,5.0,5.075,covered,cmbp-1,0.07500000000000018,0.014778325123152743,post_2023_03_28
R1.1,larger,2025-12-31,GS    260116C00900000,14.55,13.75,covered,cmbp-1,0.8000000000000007,0.05818181818181823,post_2023_03_28
R1.1,larger,2025-12-31,LLY   260116P01050000,12.5,13.725000000000001,covered,cmbp-1,1.2250000000000014,0.08925318761384345,post_2023_03_28
R1.1,larger,2025-12-31,MA    260116C00580000,3.87,3.6,covered,cmbp-1,0.27,0.075,post_2023_03_28
R1.1,larger,2025-12-31,MA    260116C00590000,1.52,1.43,covered,cmbp-1,0.09000000000000008,0.062937062937063,post_2023_03_28
R1.1,larger,2025-12-31,META  260116C00680000,5.8,5.575,covered,cmbp-1,0.22499999999999964,0.04035874439461877,post_2023_03_28
R1.1,larger,2025-12-31,META  260116C00705000,1.59,1.395,covered,cmbp-1,0.19500000000000006,0.13978494623655918,post_2023_03_28
R1.1,larger,2025-12-31,META  260116P00700000,37.77,40.8,covered,cmbp-1,3.029999999999994,0.0742647058823528,post_2023_03_28
R1.1,larger,2025-12-31,MSFT  260116C00500000,2.13,2.035,covered,cmbp-1,0.09499999999999975,0.046683046683046556,post_2023_03_28
R1.1,larger,2025-12-31,NVDA  260116C00180000,10.5,9.625,covered,cmbp-1,0.875,0.09090909090909091,post_2023_03_28
R1.1,larger,2025-12-31,NVDA  260116C00190000,3.9,3.9000000000000004,covered,cmbp-1,4.440892098500626e-16,1.138690281666827e-16,post_2023_03_28
R1.1,larger,2025-12-31,NVDA  260116C00200000,1.09,1.09,covered,cmbp-1,0.0,0.0,post_2023_03_28
R1.1,larger,2025-12-31,NVDA  260116P00180000,2.68,2.74,covered,cmbp-1,0.06000000000000005,0.02189781021897812,post_2023_03_28
R1.1,larger,2025-12-31,NVDA  260116P00185000,4.24,4.475,covered,cmbp-1,0.23499999999999943,0.0525139664804468,post_2023_03_28
R1.1,larger,2025-12-31,TSLA  260116C00435000,24.72,24.15,covered,cmbp-1,0.5700000000000003,0.0236024844720497,post_2023_03_28
R1.1,larger,2025-12-31,V     260116C00355000,2.58,2.545,covered,cmbp-1,0.03500000000000014,0.013752455795677855,post_2023_03_28
R1.1,larger,2026-01-30,AAPL  260220P00270000,14.0,13.024999999999999,covered,cmbp-1,0.9750000000000014,0.07485604606525924,post_2023_03_28
R1.1,larger,2026-01-30,AMZN  260220C00245000,8.0,8.45,covered,cmbp-1,0.4499999999999993,0.0532544378698224,post_2023_03_28
R1.1,larger,2026-01-30,COST  260220C00950000,15.5,15.075,covered,cmbp-1,0.4250000000000007,0.028192371475953614,post_2023_03_28
R1.1,larger,2026-01-30,CSCO  260220C00075000,4.11,4.875,covered,cmbp-1,0.7649999999999997,0.15692307692307686,post_2023_03_28
R1.1,larger,2026-01-30,GE    260220C00305000,8.8,9.3,covered,cmbp-1,0.5,0.05376344086021505,post_2023_03_28
R1.1,larger,2026-01-30,GE    260220P00300000,5.13,5.225,covered,cmbp-1,0.09499999999999975,0.018181818181818136,post_2023_03_28
R1.1,larger,2026-01-30,GOOG  260220P00340000,14.05,13.625,covered,cmbp-1,0.4250000000000007,0.03119266055045877,post_2023_03_28
R1.1,larger,2026-01-30,GOOGL 260220C00325000,20.85,21.475,covered,cmbp-1,0.625,0.02910360884749709,post_2023_03_28
R1.1,larger,2026-01-30,GS    260220C00960000,13.72,13.399999999999999,covered,cmbp-1,0.32000000000000206,0.02388059701492553,post_2023_03_28
R1.1,larger,2026-01-30,MA_call_call_near,1.52,,missing,cmbp-1,,,post_2023_03_28
R1.1,larger,2026-01-30,META  260220C00680000,45.82,44.775000000000006,covered,cmbp-1,1.0449999999999946,0.023338916806253367,post_2023_03_28
R1.1,larger,2026-01-30,META  260220C00700000,30.75,30.325,covered,cmbp-1,0.4250000000000007,0.0140148392415499,post_2023_03_28
R1.1,larger,2026-01-30,META  260220C00750000,8.2,8.1,covered,cmbp-1,0.09999999999999964,0.012345679012345635,post_2023_03_28
R1.1,larger,2026-01-30,META  260220P00710000,15.36,15.625,covered,cmbp-1,0.26500000000000057,0.016960000000000038,post_2023_03_28
R1.1,larger,2026-01-30,META  260220P00750000,40.7,40.05,covered,cmbp-1,0.6500000000000057,0.016229712858926486,post_2023_03_28
R1.1,larger,2026-01-30,MU    260220P00400000,19.25,19.625,covered,cmbp-1,0.375,0.01910828025477707,post_2023_03_28
R1.1,larger,2026-01-30,NVDA  260220C00185000,10.95,11.125,covered,cmbp-1,0.1750000000000007,0.01573033707865175,post_2023_03_28
R1.1,larger,2026-01-30,NVDA  260220C00190000,8.0,8.0,covered,cmbp-1,0.0,0.0,post_2023_03_28
R1.1,larger,2026-01-30,NVDA  260220P00172500,1.92,1.71,covered,cmbp-1,0.20999999999999996,0.12280701754385963,post_2023_03_28
R1.1,larger,2026-01-30,NVDA  260220P00185000,4.5,4.45,covered,cmbp-1,0.04999999999999982,0.011235955056179735,post_2023_03_28
R1.1,larger,2026-01-30,NVDA  260220P00190000,6.4,6.324999999999999,covered,cmbp-1,0.07500000000000107,0.011857707509881592,post_2023_03_28
R1.1,larger,2026-01-30,TSLA  260220C00450000,10.15,10.100000000000001,covered,cmbp-1,0.049999999999998934,0.004950495049504844,post_2023_03_28
R1.1,larger,2026-01-30,TSLA  260220P00450000,27.0,28.7,covered,cmbp-1,1.6999999999999993,0.059233449477351895,post_2023_03_28
R1.1,larger,2026-02-27,AAPL  260320C00270000,4.3,4.375,covered,cmbp-1,0.07500000000000018,0.017142857142857182,post_2023_03_28
R1.1,larger,2026-02-27,AAPL  260320C00275000,2.67,2.585,covered,cmbp-1,0.08499999999999996,0.032882011605415845,post_2023_03_28
R1.1,larger,2026-02-27,AMZN  260320C00200000,12.97,13.524999999999999,covered,cmbp-1,0.5549999999999979,0.04103512014787416,post_2023_03_28
R1.1,larger,2026-02-27,AMZN  260320C00220000,2.72,2.7249999999999996,covered,cmbp-1,0.004999999999999449,0.0018348623853208991,post_2023_03_28
R1.1,larger,2026-02-27,COST  260320C00975000,39.62,50.4,covered,cmbp-1,10.780000000000001,0.2138888888888889,post_2023_03_28
R1.1,larger,2026-02-27,CSCO  260320C00077000,2.66,3.55,covered,cmbp-1,0.8899999999999997,0.2507042253521126,post_2023_03_28
R1.1,larger,2026-02-27,GE    260320C00330000,17.0,17.5,covered,cmbp-1,0.5,0.02857142857142857,post_2023_03_28
R1.1,larger,2026-02-27,GE    260320C00345000,8.2,8.825,covered,cmbp-1,0.625,0.0708215297450425,post_2023_03_28
R1.1,larger,2026-02-27,GE    260320P00340000,10.1,9.625,covered,cmbp-1,0.47499999999999964,0.04935064935064931,post_2023_03_28
R1.1,larger,2026-02-27,GOOG  260320C00310000,10.3,10.399999999999999,covered,cmbp-1,0.09999999999999787,0.009615384615384411,post_2023_03_28
R1.1,larger,2026-02-27,GOOG  260320P00305000,8.02,6.4,covered,cmbp-1,1.6199999999999992,0.2531249999999999,post_2023_03_28
R1.1,larger,2026-02-27,GOOGL 260320C00300000,14.71,17.075,covered,cmbp-1,2.3649999999999984,0.13850658857979495,post_2023_03_28
R1.1,larger,2026-02-27,GOOGL 260320C00310000,10.8,10.7,covered,cmbp-1,0.10000000000000142,0.009345794392523497,post_2023_03_28
R1.1,larger,2026-02-27,GOOGL 260320P00305000,6.54,6.475,covered,cmbp-1,0.06500000000000039,0.0100386100386101,post_2023_03_28
R1.1,larger,2026-02-27,JNJ   260320C00250000,4.35,4.825,covered,cmbp-1,0.47500000000000053,0.09844559585492238,post_2023_03_28
R1.1,larger,2026-02-27,META  260320C00625000,31.37,34.849999999999994,covered,cmbp-1,3.4799999999999933,0.09985652797704431,post_2023_03_28
R1.1,larger,2026-02-27,META  260320C00680000,6.45,6.975,covered,cmbp-1,0.5249999999999995,0.07526881720430101,post_2023_03_28
R1.1,larger,2026-02-27,META  260320P00650000,20.05,19.725,covered,cmbp-1,0.3249999999999993,0.016476552598225565,post_2023_03_28
R1.1,larger,2026-02-27,MU    260320P00415000,32.0,32.725,covered,cmbp-1,0.7250000000000014,0.022154316271963372,post_2023_03_28
R1.1,larger,2026-02-27,NVDA  260320C00165000,16.1,16.375,covered,cmbp-1,0.2749999999999986,0.016793893129770907,post_2023_03_28
R1.1,larger,2026-02-27,NVDA  260320C00180000,6.85,7.025,covered,cmbp-1,0.1750000000000007,0.02491103202846985,post_2023_03_28
R1.1,larger,2026-02-27,NVDA  260320P00170000,5.15,5.225,covered,cmbp-1,0.07499999999999929,0.014354066985645798,post_2023_03_28
R1.1,larger,2026-02-27,NVDA  260320P00180000,9.4,9.425,covered,cmbp-1,0.025000000000000355,0.002652519893899242,post_2023_03_28
R1.1,larger,2026-02-27,NVDA  260320P00185000,12.61,12.375,covered,cmbp-1,0.23499999999999943,0.018989898989898946,post_2023_03_28
R1.1,larger,2026-02-27,TSLA  260320C00400000,17.32,17.175,covered,cmbp-1,0.14499999999999957,0.008442503639010165,post_2023_03_28
R1.1,larger,2026-03-31,AAPL  260417C00260000,3.4,3.2,covered,cmbp-1,0.19999999999999973,0.06249999999999992,post_2023_03_28
R1.1,larger,2026-03-31,AMAT  260417C00325000,18.25,27.0,covered,cmbp-1,8.75,0.32407407407407407,post_2023_03_28
R1.1,larger,2026-03-31,AMAT  260417P00330000,17.3,12.075,covered,cmbp-1,5.225000000000001,0.43271221532091114,post_2023_03_28
R1.1,larger,2026-03-31,AMD   260417P00200000,7.6,7.475,covered,cmbp-1,0.125,0.016722408026755852,post_2023_03_28
R1.1,larger,2026-03-31,AMZN  260417C00217500,2.4,2.465,covered,cmbp-1,0.06499999999999995,0.02636916835699795,post_2023_03_28
R1.1,larger,2026-03-31,COST  260417C01000000,18.45,19.0,covered,cmbp-1,0.5500000000000007,0.02894736842105267,post_2023_03_28
R1.1,larger,2026-03-31,GE    260417C00290000,7.08,6.75,covered,cmbp-1,0.33000000000000007,0.0488888888888889,post_2023_03_28
