arm,config,decision_date,symbol,artifact_mark,observed_mid,coverage,quote_schema,absolute_error,relative_error,regime
R1,orig,2022-06-30,META  220715C00152500,11.88,11.825,covered,cbbo-1m,0.05500000000000149,0.004651162790697801,pre_2023_03_28
R1,orig,2022-06-30,MSFT  220715C00270000,1.75,1.76,covered,cbbo-1m,0.010000000000000009,0.005681818181818187,pre_2023_03_28
R1,orig,2022-06-30,NVDA  220715C00155000,5.75,5.7,covered,cbbo-1m,0.04999999999999982,0.008771929824561372,pre_2023_03_28
R1,orig,2022-06-30,TSLA  220715C00740000,13.5,14.350000000000001,covered,cbbo-1m,0.8500000000000014,0.05923344947735201,pre_2023_03_28
R1,orig,2022-06-30,TSLA  220715P00570000,9.35,9.95,covered,cbbo-1m,0.5999999999999996,0.06030150753768841,pre_2023_03_28
R1,orig,2022-06-30,TSLA  220715P00650000,31.0,29.875,covered,cbbo-1m,1.125,0.03765690376569038,pre_2023_03_28
R1,orig,2022-07-29,AAPL  220819C00165000,2.61,2.55,covered,cbbo-1m,0.06000000000000005,0.023529411764705906,pre_2023_03_28
R1,orig,2022-07-29,AAPL  220819C00170000,0.89,0.905,covered,cbbo-1m,0.015000000000000013,0.01657458563535913,pre_2023_03_28
R1,orig,2022-07-29,AAPL  220819P00162500,3.8,3.825,covered,cbbo-1m,0.025000000000000355,0.006535947712418394,pre_2023_03_28
R1,orig,2022-07-29,MSFT  220819C00270000,14.0,13.675,covered,cbbo-1m,0.3249999999999993,0.02376599634369282,pre_2023_03_28
R1,orig,2022-07-29,MSFT  220819C00290000,2.51,2.45,covered,cbbo-1m,0.05999999999999961,0.024489795918367186,pre_2023_03_28
R1,orig,2022-07-29,NVDA  220819C00162500,20.14,21.725,covered,cbbo-1m,1.5850000000000009,0.07295742232451097,pre_2023_03_28
R1,orig,2022-07-29,TSLA  220819P00880000,38.06,38.45,covered,cbbo-1m,0.39000000000000057,0.010143042912873877,pre_2023_03_28
R1,orig,2022-07-29,TSLA  220819P00950000,81.4,79.55000000000001,covered,cbbo-1m,1.8499999999999943,0.0232558139534883,pre_2023_03_28
R1,orig,2022-08-31,AAPL  220916C00160000,2.81,2.9450000000000003,covered,cbbo-1m,0.13500000000000023,0.0458404074702887,pre_2023_03_28
R1,orig,2022-08-31,AAPL  220916C00165000,1.19,1.25,covered,cbbo-1m,0.06000000000000005,0.04800000000000004,pre_2023_03_28
R1,orig,2022-08-31,AAPL  220916P00155000,3.05,2.965,covered,cbbo-1m,0.08499999999999996,0.02866779089376053,pre_2023_03_28
R1,orig,2022-08-31,MSFT  220916C00280000,0.99,0.905,covered,cbbo-1m,0.08499999999999996,0.09392265193370161,pre_2023_03_28
R1,orig,2022-08-31,NVDA  220916C00145000,11.3,10.7,covered,cbbo-1m,0.6000000000000014,0.056074766355140325,pre_2023_03_28
R1,orig,2022-08-31,NVDA  220916C00162500,2.89,2.6,covered,cbbo-1m,0.29000000000000004,0.11153846153846154,pre_2023_03_28
R1,orig,2022-08-31,TSLA  220916C00280000,10.2,10.024999999999999,covered,cbbo-1m,0.1750000000000007,0.017456359102244464,pre_2023_03_28
R1,orig,2022-08-31,TSLA  220916P00270000,9.25,9.125,covered,cbbo-1m,0.125,0.0136986301369863,pre_2023_03_28
R1,orig,2022-09-30,AAPL  221021C00133000,10.52,8.925,covered,cbbo-1m,1.5949999999999989,0.1787114845938374,pre_2023_03_28
R1,orig,2022-09-30,META  221021C00115000,24.35,21.950000000000003,covered,cbbo-1m,2.3999999999999986,0.10933940774487463,pre_2023_03_28
R1,orig,2022-09-30,TSLA  221021C00270000,16.2,16.049999999999997,covered,cbbo-1m,0.15000000000000213,0.009345794392523499,pre_2023_03_28
R1,orig,2022-09-30,TSLA  221021P00255000,13.25,13.75,covered,cbbo-1m,0.5,0.03636363636363636,pre_2023_03_28
R1,orig,2022-09-30,TSLA  221021P00270000,19.63,20.425,covered,cbbo-1m,0.7950000000000017,0.038922888616891145,pre_2023_03_28
R1,orig,2022-09-30,TSLA  221021P00275000,22.0,23.1,covered,cbbo-1m,1.1000000000000014,0.04761904761904768,pre_2023_03_28
R1,orig,2022-10-31,AAPL  221118C00155000,3.7,3.725,covered,cbbo-1m,0.02499999999999991,0.00671140939597313,pre_2023_03_28
R1,orig,2022-10-31,AAPL  221118C00165000,0.8,0.78,covered,cbbo-1m,0.020000000000000018,0.025641025641025664,pre_2023_03_28
R1,orig,2022-10-31,META  221118C00080000,24.35,14.225,covered,cbbo-1m,10.125000000000002,0.7117750439367313,pre_2023_03_28
R1,orig,2022-10-31,MSFT  221118C00247500,1.82,1.71,covered,cbbo-1m,0.1100000000000001,0.06432748538011701,pre_2023_03_28
R1,orig,2022-10-31,TSLA  221118C00230000,10.64,10.7,covered,cbbo-1m,0.05999999999999872,0.0056074766355138994,pre_2023_03_28
R1,orig,2022-10-31,TSLA  221118P00205000,3.85,3.8499999999999996,covered,cbbo-1m,4.440892098500626e-16,1.15347846714302e-16,pre_2023_03_28
R1,orig,2022-10-31,TSLA  221118P00230000,12.65,12.575,covered,cbbo-1m,0.07500000000000107,0.005964214711729707,pre_2023_03_28
R1,orig,2022-11-30,AAPL  221216C00150000,3.0,2.8499999999999996,covered,cbbo-1m,0.15000000000000036,0.05263157894736855,pre_2023_03_28
R1,orig,2022-11-30,META  221216C00105000,24.35,13.9,covered,cbbo-1m,10.450000000000001,0.7517985611510792,pre_2023_03_28
R1,orig,2022-11-30,MSFT  221216P00245000,2.67,2.83,covered,cbbo-1m,0.16000000000000014,0.05653710247349828,pre_2023_03_28
R1,orig,2022-11-30,NVDA  221216C00160000,11.8,12.649999999999999,covered,cbbo-1m,0.8499999999999979,0.0671936758893279,pre_2023_03_28
R1,orig,2022-11-30,NVDA  221216P00165000,5.3,5.324999999999999,covered,cbbo-1m,0.024999999999999467,0.004694835680751074,pre_2023_03_28
R1,orig,2022-11-30,TSLA  221216C00185000,15.62,15.375,covered,cbbo-1m,0.24499999999999922,0.015934959349593446,pre_2023_03_28
R1,orig,2022-11-30,TSLA  221216C00197500,8.5,8.399999999999999,covered,cbbo-1m,0.10000000000000142,0.011904761904762076,pre_2023_03_28
R1,orig,2022-11-30,TSLA  221216C00205000,5.64,5.45,covered,cbbo-1m,0.1899999999999995,0.03486238532110082,pre_2023_03_28
R1,orig,2022-11-30,TSLA  221216P00180000,4.35,4.375,covered,cbbo-1m,0.025000000000000355,0.005714285714285796,pre_2023_03_28
R1,orig,2022-11-30,TSLA  221216P00190000,7.7,7.8,covered,cbbo-1m,0.09999999999999964,0.012820512820512775,pre_2023_03_28
R1,orig,2022-11-30,TSLA  221216P00215000,24.85,23.4,covered,cbbo-1m,1.4500000000000028,0.06196581196581209,pre_2023_03_28
R1,orig,2022-12-30,AAPL  230120C00140000,0.99,0.995,covered,cbbo-1m,0.0050000000000000044,0.005025125628140708,pre_2023_03_28
R1,orig,2022-12-30,META  230120C00100000,24.35,21.1,covered,cbbo-1m,3.25,0.15402843601895733,pre_2023_03_28
R1,orig,2022-12-30,MSFT  230120C00252500,1.98,2.27,covered,cbbo-1m,0.29000000000000004,0.12775330396475773,pre_2023_03_28
R1,orig,2022-12-30,NVDA  230120C00135000,13.92,14.75,covered,cbbo-1m,0.8300000000000001,0.056271186440677974,pre_2023_03_28
R1,orig,2022-12-30,NVDA  230120C00145000,7.5,8.350000000000001,covered,cbbo-1m,0.8500000000000014,0.10179640718562889,pre_2023_03_28
R1,orig,2022-12-30,NVDA  230120C00157500,2.86,3.3,covered,cbbo-1m,0.43999999999999995,0.13333333333333333,pre_2023_03_28
R1,orig,2022-12-30,NVDA  230120P00160000,17.84,16.2,covered,cbbo-1m,1.6400000000000006,0.10123456790123461,pre_2023_03_28
R1,orig,2022-12-30,TSLA  230120C00125000,9.25,9.25,covered,cbbo-1m,0.0,0.0,pre_2023_03_28
R1,orig,2022-12-30,TSLA  230120P00115000,6.37,6.375,covered,cbbo-1m,0.004999999999999893,0.0007843137254901793,pre_2023_03_28
R1,orig,2022-12-30,TSLA  230120P00130000,13.65,13.675,covered,cbbo-1m,0.025000000000000355,0.0018281535648994774,pre_2023_03_28
R1,orig,2023-01-31,AAPL  230217C00155000,0.98,0.98,covered,cbbo-1m,0.0,0.0,pre_2023_03_28
R1,orig,2023-01-31,NVDA  230217C00187500,13.35,13.600000000000001,covered,cbbo-1m,0.2500000000000018,0.0183823529411766,pre_2023_03_28
R1,orig,2023-01-31,NVDA  230217C00200000,6.75,6.9,covered,cbbo-1m,0.15000000000000036,0.02173913043478266,pre_2023_03_28
R1,orig,2023-01-31,NVDA  230217P00185000,4.8,4.775,covered,cbbo-1m,0.024999999999999467,0.005235602094240726,pre_2023_03_28
R1,orig,2023-01-31,NVDA  230217P00205000,14.86,14.5,covered,cbbo-1m,0.35999999999999943,0.024827586206896513,pre_2023_03_28
R1,orig,2023-01-31,TSLA  230217C00165000,14.9,15.0,covered,cbbo-1m,0.09999999999999964,0.006666666666666643,pre_2023_03_28
R1,orig,2023-01-31,TSLA  230217C00175000,9.85,9.774999999999999,covered,cbbo-1m,0.07500000000000107,0.007672634271099855,pre_2023_03_28
R1,orig,2023-01-31,TSLA  230217P00155000,3.53,3.45,covered,cbbo-1m,0.07999999999999963,0.02318840579710134,pre_2023_03_28
R1,orig,2023-01-31,TSLA  230217P00170000,8.7,8.675,covered,cbbo-1m,0.02499999999999858,0.002881844380403294,pre_2023_03_28
R1,orig,2023-01-31,TSLA  230217P00190000,21.75,21.275,covered,cbbo-1m,0.4750000000000014,0.02232667450058761,pre_2023_03_28
R1,orig,2023-02-28,AAPL  230317C00150000,2.69,2.625,covered,cbbo-1m,0.06499999999999995,0.024761904761904742,pre_2023_03_28
R1,orig,2023-02-28,AAPL  230317C00152500,1.59,1.625,covered,cbbo-1m,0.03499999999999992,0.02153846153846149,pre_2023_03_28
R1,orig,2023-02-28,META  230317C00155000,24.35,21.4,covered,cbbo-1m,2.950000000000003,0.13785046728971978,pre_2023_03_28
R1,orig,2023-02-28,NVDA  230317C00220000,18.05,18.15,covered,cbbo-1m,0.09999999999999787,0.00550964187327812,pre_2023_03_28
R1,orig,2023-02-28,NVDA  230317C00235000,9.0,9.2,covered,cbbo-1m,0.1999999999999993,0.021739130434782532,pre_2023_03_28
R1,orig,2023-02-28,NVDA  230317P00235000,11.0,10.8,covered,cbbo-1m,0.1999999999999993,0.01851851851851845,pre_2023_03_28
R1,orig,2023-02-28,NVDA  230317P00240000,14.0,13.625,covered,cbbo-1m,0.375,0.027522935779816515,pre_2023_03_28
R1,orig,2023-02-28,TSLA  230317C00210000,10.5,10.649999999999999,covered,cbbo-1m,0.14999999999999858,0.01408450704225339,pre_2023_03_28
R1,orig,2023-02-28,TSLA  230317P00207500,13.0,12.5,covered,cbbo-1m,0.5,0.04,pre_2023_03_28
R1,orig,2023-02-28,TSLA  230317P00212500,15.2,15.325,covered,cbbo-1m,0.125,0.008156606851549756,pre_2023_03_28
R1,orig,2023-03-31,AAPL  230421C00170000,1.26,1.25,covered,cmbp-1,0.010000000000000009,0.008000000000000007,post_2023_03_28
R1,orig,2023-03-31,META  230421C00190000,24.35,23.65,covered,cmbp-1,0.7000000000000028,0.029598308668076233,post_2023_03_28
R1,orig,2023-03-31,NVDA  230421C00265000,18.35,19.05,covered,cmbp-1,0.6999999999999993,0.036745406824146946,post_2023_03_28
R1,orig,2023-03-31,NVDA  230421P00275000,9.05,9.100000000000001,covered,cmbp-1,0.05000000000000071,0.005494505494505572,post_2023_03_28
R1,orig,2023-03-31,NVDA  230421P00290000,17.9,16.95,covered,cmbp-1,0.9499999999999993,0.05604719764011795,post_2023_03_28
R1,orig,2023-03-31,TSLA  230421P00205000,11.55,10.975,covered,cmbp-1,0.5750000000000011,0.052391799544419235,post_2023_03_28
R1,orig,2023-03-31,TSLA  230421P00220000,15.2,19.525,covered,cmbp-1,4.324999999999999,0.22151088348271444,post_2023_03_28
R1,orig,2023-04-28,AAPL  230519C00170000,4.3,4.3,covered,cmbp-1,0.0,0.0,post_2023_03_28
R1,orig,2023-04-28,AAPL  230519C00175000,2.01,2.0149999999999997,covered,cmbp-1,0.004999999999999893,0.0024813895781637192,post_2023_03_28
R1,orig,2023-04-28,META  230519C00205000,24.35,36.2,covered,cmbp-1,11.850000000000001,0.32734806629834257,post_2023_03_28
R1,orig,2023-04-28,META  230519C00257500,1.3,1.595,covered,cmbp-1,0.29499999999999993,0.1849529780564263,post_2023_03_28
R1,orig,2023-04-28,MSFT  230519C00305000,7.65,7.725,covered,cmbp-1,0.07499999999999929,0.009708737864077579,post_2023_03_28
R1,orig,2023-04-28,NVDA  230519C00265000,17.82,17.875,covered,cmbp-1,0.054999999999999716,0.003076923076923061,post_2023_03_28
R1,orig,2023-04-28,NVDA  230519C00275000,11.5,11.35,covered,cmbp-1,0.15000000000000036,0.013215859030837036,post_2023_03_28
R1,orig,2023-04-28,NVDA  230519P00250000,1.89,1.81,covered,cmbp-1,0.07999999999999985,0.044198895027624224,post_2023_03_28
R1,orig,2023-04-28,NVDA  230519P00275000,8.25,8.2,covered,cmbp-1,0.05000000000000071,0.006097560975609843,post_2023_03_28
R1,orig,2023-04-28,NVDA  230519P00300000,17.9,24.575000000000003,covered,cmbp-1,6.675000000000004,0.27161749745676517,post_2023_03_28
R1,orig,2023-04-28,TSLA  230519C00157500,11.4,11.425,covered,cmbp-1,0.025000000000000355,0.002188183807439856,post_2023_03_28
R1,orig,2023-04-28,TSLA  230519C00170000,4.71,4.725,covered,cmbp-1,0.01499999999999968,0.0031746031746031074,post_2023_03_28
R1,orig,2023-05-31,AAPL  230616C00182500,1.82,1.8,covered,cmbp-1,0.020000000000000018,0.01111111111111112,post_2023_03_28
R1,orig,2023-05-31,AAPL  230616C00185000,1.21,1.1949999999999998,covered,cmbp-1,0.015000000000000124,0.012552301255230231,post_2023_03_28
R1,orig,2023-05-31,AAPL  230616P00175000,2.5,2.435,covered,cmbp-1,0.06499999999999995,0.026694045174537964,post_2023_03_28
R1,orig,2023-05-31,GOOGL 230616C00125000,2.13,2.25,covered,cmbp-1,0.1200000000000001,0.05333333333333338,post_2023_03_28
R1,orig,2023-05-31,JPM   230616C00135000,3.05,3.175,covered,cmbp-1,0.125,0.03937007874015748,post_2023_03_28
R1,orig,2023-05-31,MSFT  230616C00330000,6.6,6.325,covered,cmbp-1,0.27499999999999947,0.04347826086956513,post_2023_03_28
R1,orig,2023-05-31,MSFT  230616C00340000,2.69,2.6849999999999996,covered,cmbp-1,0.0050000000000003375,0.0018621973929237759,post_2023_03_28
R1,orig,2023-05-31,NVDA  230616P00375000,13.05,13.225,covered,cmbp-1,0.17499999999999893,0.013232514177693682,post_2023_03_28
R1,orig,2023-05-31,NVDA  230616P00390000,20.55,21.799999999999997,covered,cmbp-1,1.2499999999999964,0.05733944954128425,post_2023_03_28
R1,orig,2023-05-31,TSLA  230616C00200000,11.5,11.6,covered,cmbp-1,0.09999999999999964,0.008620689655172384,post_2023_03_28
R1,orig,2023-05-31,TSLA  230616C00215000,5.3,5.325,covered,cmbp-1,0.025000000000000355,0.004694835680751241,post_2023_03_28
R1,orig,2023-05-31,TSLA  230616P00182500,2.22,2.185,covered,cmbp-1,0.03500000000000014,0.01601830663615567,post_2023_03_28
R1,orig,2023-05-31,TSLA  230616P00200000,7.5,7.275,covered,cmbp-1,0.22499999999999964,0.03092783505154634,post_2023_03_28
R1,orig,2023-06-30,AAPL  230721C00195000,2.71,2.62,covered,cmbp-1,0.08999999999999986,0.034351145038167885,post_2023_03_28
R1,orig,2023-06-30,MSFT  230721C00330000,14.07,14.3,covered,cmbp-1,0.23000000000000043,0.016083916083916114,post_2023_03_28
R1,orig,2023-06-30,NVDA  230721C00420000,17.3,16.950000000000003,covered,cmbp-1,0.34999999999999787,0.02064896755162229,post_2023_03_28
R1,orig,2023-06-30,NVDA  230721P00420000,12.7,12.825,covered,cmbp-1,0.125,0.009746588693957116,post_2023_03_28
R1,orig,2023-06-30,NVDA  230721P00445000,28.24,28.3,covered,cmbp-1,0.060000000000002274,0.002120141342756264,post_2023_03_28
R1,orig,2023-06-30,TSLA  230721C00250000,22.52,22.0,covered,cmbp-1,0.5199999999999996,0.02363636363636362,post_2023_03_28
R1,orig,2023-06-30,TSLA  230721C00260000,16.5,16.5,covered,cmbp-1,0.0,0.0,post_2023_03_28
R1,orig,2023-07-31,AAPL  230818C00200000,2.8,2.915,covered,cmbp-1,0.11500000000000021,0.039451114922813106,post_2023_03_28
R1,orig,2023-07-31,GOOGL 230818C00135000,1.85,1.95,covered,cmbp-1,0.09999999999999987,0.05128205128205122,post_2023_03_28
R1,orig,2023-07-31,JPM   230818C00160000,1.25,1.45,covered,cmbp-1,0.19999999999999996,0.1379310344827586,post_2023_03_28
R1,orig,2023-07-31,META  230818C00295000,27.52,26.275,covered,cmbp-1,1.245000000000001,0.047383444338725066,post_2023_03_28
R1,orig,2023-07-31,META  230818C00335000,3.65,3.7249999999999996,covered,cmbp-1,0.07499999999999973,0.020134228187919392,post_2023_03_28
R1,orig,2023-07-31,MSFT  230818C00360000,1.0,1.0750000000000002,covered,cmbp-1,0.07500000000000018,0.06976744186046527,post_2023_03_28
R1,orig,2023-07-31,NVDA  230818C00420000,51.95,51.425,covered,cmbp-1,0.5250000000000057,0.010209042294603904,post_2023_03_28
R1,orig,2023-07-31,NVDA  230818C00450000,27.1,27.950000000000003,covered,cmbp-1,0.8500000000000014,0.030411449016100225,post_2023_03_28
R1,orig,2023-07-31,NVDA  230818P00460000,13.35,13.1,covered,cmbp-1,0.25,0.019083969465648856,post_2023_03_28
R1,orig,2023-07-31,TSLA  230818C00265000,11.25,11.725000000000001,covered,cmbp-1,0.4750000000000014,0.04051172707889138,post_2023_03_28
R1,orig,2023-07-31,TSLA  230818P00285000,20.8,21.0,covered,cmbp-1,0.1999999999999993,0.00952380952380949,post_2023_03_28
R1,orig,2023-08-31,AAPL  230915C00190000,2.12,2.08,covered,cmbp-1,0.040000000000000036,0.019230769230769246,post_2023_03_28
R1,orig,2023-08-31,GOOGL 230915C00140000,1.29,1.105,covered,cmbp-1,0.18500000000000005,0.16742081447963805,post_2023_03_28
R1,orig,2023-08-31,META  230915C00250000,51.0,46.625,covered,cmbp-1,4.375,0.0938337801608579,post_2023_03_28
R1,orig,2023-08-31,MSFT  230915C00330000,4.85,4.575,covered,cmbp-1,0.27499999999999947,0.06010928961748622,post_2023_03_28
R1,orig,2023-08-31,MSFT  230915C00340000,1.67,1.595,covered,cmbp-1,0.07499999999999996,0.047021943573667686,post_2023_03_28
R1,orig,2023-08-31,NVDA  230915C00445000,52.55,51.825,covered,cmbp-1,0.7249999999999943,0.013989387361311998,post_2023_03_28
R1,orig,2023-08-31,NVDA  230915C00500000,13.05,12.85,covered,cmbp-1,0.20000000000000107,0.015564202334630434,post_2023_03_28
R1,orig,2023-08-31,NVDA  230915P00500000,17.65,18.375,covered,cmbp-1,0.7250000000000014,0.03945578231292525,post_2023_03_28
R1,orig,2023-08-31,NVDA  230915P00510000,24.6,24.424999999999997,covered,cmbp-1,0.17500000000000426,0.007164790174002222,post_2023_03_28
R1,orig,2023-08-31,TSLA  230915C00250000,14.1,13.899999999999999,covered,cmbp-1,0.20000000000000107,0.014388489208633172,post_2023_03_28
R1,orig,2023-08-31,TSLA  230915P00270000,15.36,16.175,covered,cmbp-1,0.8150000000000013,0.050386398763524035,post_2023_03_28
R1,orig,2023-09-29,META  231020C00250000,51.0,51.7,covered,cmbp-1,0.7000000000000028,0.013539651837524232,post_2023_03_28
R1,orig,2023-09-29,NVDA  231020C00420000,25.5,25.174999999999997,covered,cmbp-1,0.32500000000000284,0.012909632571996142,post_2023_03_28
R1,orig,2023-09-29,NVDA  231020C00430000,19.23,19.075000000000003,covered,cmbp-1,0.15499999999999758,0.00812581913499332,post_2023_03_28
R1,orig,2023-09-29,NVDA  231020P00430000,12.53,12.7,covered,cmbp-1,0.16999999999999993,0.013385826771653538,post_2023_03_28
R1,orig,2023-09-29,NVDA  231020P00450000,23.17,23.475,covered,cmbp-1,0.3049999999999997,0.012992545260915854,post_2023_03_28
R1,orig,2023-09-29,TSLA  231020C00240000,19.7,19.525,covered,cmbp-1,0.1750000000000007,0.008962868117797732,post_2023_03_28
R1,orig,2023-10-31,AAPL  231117C00175000,2.81,2.795,covered,cmbp-1,0.015000000000000124,0.0053667262969589,post_2023_03_28
R1,orig,2023-10-31,GOOGL 231117C00125000,2.62,2.62,covered,cmbp-1,0.0,0.0,post_2023_03_28
R1,orig,2023-10-31,JPM   231117C00140000,2.32,2.325,covered,cmbp-1,0.0050000000000003375,0.002150537634408747,post_2023_03_28
R1,orig,2023-10-31,META_call_put_wing,51.0,,missing,cmbp-1,,,post_2023_03_28
R1,orig,2023-10-31,NVDA  231117C00395000,23.1,23.6,covered,cmbp-1,0.5,0.0211864406779661,post_2023_03_28
R1,orig,2023-10-31,NVDA  231117P00400000,11.5,11.475000000000001,covered,cmbp-1,0.02499999999999858,0.0021786492374726426,post_2023_03_28
R1,orig,2023-10-31,TSLA  231117C00190000,16.5,16.075,covered,cmbp-1,0.4250000000000007,0.02643856920684297,post_2023_03_28
R1,orig,2023-10-31,TSLA  231117C00220000,2.56,2.545,covered,cmbp-1,0.015000000000000124,0.005893909626719106,post_2023_03_28
R1,orig,2023-11-30,AAPL  231215C00190000,2.81,2.68,covered,cmbp-1,0.1299999999999999,0.048507462686567124,post_2023_03_28
R1,orig,2023-11-30,GOOGL 231215C00135000,1.13,1.255,covered,cmbp-1,0.125,0.09960159362549802,post_2023_03_28
R1,orig,2023-11-30,JPM   231215C00155000,2.58,2.7249999999999996,covered,cmbp-1,0.14499999999999957,0.05321100917431178,post_2023_03_28
R1,orig,2023-11-30,JPM   231215P00155000,1.35,1.35,covered,cmbp-1,0.0,0.0,post_2023_03_28
R1,orig,2023-11-30,META  231215C00285000,51.0,43.2,covered,cmbp-1,7.799999999999997,0.18055555555555547,post_2023_03_28
R1,orig,2023-11-30,META  231215C00330000,4.45,5.875,covered,cmbp-1,1.4249999999999998,0.24255319148936166,post_2023_03_28
R1,orig,2023-11-30,MSFT  231215C00380000,5.45,5.425,covered,cmbp-1,0.025000000000000355,0.004608294930875642,post_2023_03_28
R1,orig,2023-11-30,MSFT  231215C00400000,0.47,0.575,covered,cmbp-1,0.10499999999999998,0.18260869565217389,post_2023_03_28
R1,orig,2023-11-30,NVDA  231215C00480000,7.6,7.9,covered,cmbp-1,0.3000000000000007,0.03797468354430389,post_2023_03_28
R1,orig,2023-11-30,NVDA  231215P00480000,20.15,19.174999999999997,covered,cmbp-1,0.9750000000000014,0.050847457627118724,post_2023_03_28
R1,orig,2023-11-30,TSLA  231215C00245000,6.9,6.699999999999999,covered,cmbp-1,0.20000000000000107,0.02985074626865688,post_2023_03_28
R1,orig,2023-11-30,TSLA  231215P00232500,5.2,5.325,covered,cmbp-1,0.125,0.023474178403755867,post_2023_03_28
R1,orig,2023-11-30,TSLA  231215P00235000,6.15,6.300000000000001,covered,cmbp-1,0.15000000000000036,0.023809523809523864,post_2023_03_28
R1,orig,2023-11-30,TSLA  231215P00250000,13.85,14.575,covered,cmbp-1,0.7249999999999996,0.04974271012006859,post_2023_03_28
R1,orig,2023-12-29,AAPL  240119C00195000,2.13,2.1100000000000003,covered,cmbp-1,0.019999999999999574,0.009478672985781787,post_2023_03_28
R1,orig,2023-12-29,GOOGL 240119C00140000,2.92,2.9000000000000004,covered,cmbp-1,0.019999999999999574,0.0068965517241377835,post_2023_03_28
R1,orig,2023-12-29,JPM   240119C00170000,3.05,2.99,covered,cmbp-1,0.05999999999999961,0.020066889632106892,post_2023_03_28
R1,orig,2023-12-29,MSFT  240119C00380000,5.07,5.075,covered,cmbp-1,0.004999999999999893,0.0009852216748768262,post_2023_03_28
R1,orig,2023-12-29,MSFT  240119C00400000,0.69,0.7050000000000001,covered,cmbp-1,0.015000000000000124,0.021276595744681024,post_2023_03_28
