Strategy,Return basis,Method,Status,N obs,Source start,Source end,Periods/year,Period mean,Period volatility,Skewness,Excess kurtosis,Lag1 autocorr,Block length,Path count,Interpretation,Reason
larger+VIX Equal premium capped,Gross before costs,circular_block_bootstrap,ok,60,2021-01-29,2026-04-30,12,0.03736075661232228,0.4187449802102012,1.5332866108012495,2.5710705831709997,-0.194957204351771,6.0,1000,tail-path diagnostic; not a trading signal,
larger+VIX Equal premium capped,Gross before costs,garch11_residual_fallback_insufficient_egarch_obs,fallback,60,2021-01-29,2026-04-30,12,0.03736075661232228,0.4187449802102012,1.5332866108012495,2.5710705831709997,-0.194957204351771,,1000,tail-path diagnostic; not a trading signal,insufficient_egarch_obs
larger+VIX Equal risk capped,Gross before costs,circular_block_bootstrap,ok,60,2021-01-29,2026-04-30,12,0.062139775865379825,0.39730375614077995,1.4351649213684388,2.3569144597925296,-0.1618851031874536,6.0,1000,tail-path diagnostic; not a trading signal,
larger+VIX Equal risk capped,Gross before costs,garch11_residual_fallback_insufficient_egarch_obs,fallback,60,2021-01-29,2026-04-30,12,0.062139775865379825,0.39730375614077995,1.4351649213684388,2.3569144597925296,-0.1618851031874536,,1000,tail-path diagnostic; not a trading signal,insufficient_egarch_obs
larger+VIX Stock Markowitz,Gross before costs,circular_block_bootstrap,ok,60,2021-01-29,2026-04-30,12,0.0006040927132845696,0.018131456135636975,-4.564912082797357,30.937006582913646,-0.04897372996967257,6.0,1000,tail-path diagnostic; not a trading signal,
larger+VIX Stock Markowitz,Gross before costs,garch11_residual_fallback_insufficient_egarch_obs,fallback,60,2021-01-29,2026-04-30,12,0.0006040927132845696,0.018131456135636975,-4.564912082797357,30.937006582913646,-0.04897372996967257,,1000,tail-path diagnostic; not a trading signal,insufficient_egarch_obs
orig E1 capped,Full-cost net,circular_block_bootstrap,ok,60,2021-01-29,2026-04-30,12,0.05318936764556476,0.23693085904903177,1.049921664893609,0.8854941836952333,-0.20103391884116478,6.0,1000,tail-path diagnostic; not a trading signal,
orig E1 capped,Full-cost net,garch11_residual_fallback_insufficient_egarch_obs,fallback,60,2021-01-29,2026-04-30,12,0.05318936764556476,0.23693085904903177,1.049921664893609,0.8854941836952333,-0.20103391884116478,,1000,tail-path diagnostic; not a trading signal,insufficient_egarch_obs
orig GM paper,Full-cost net,circular_block_bootstrap,ok,60,2021-01-29,2026-04-30,12,-0.6648717278033005,1.592098592440404,-4.8880834897663625,29.404990711235364,0.17519036315164116,6.0,1000,tail-path diagnostic; not a trading signal,
orig GM paper,Full-cost net,garch11_residual_fallback_insufficient_egarch_obs,fallback,60,2021-01-29,2026-04-30,12,-0.6648717278033005,1.592098592440404,-4.8880834897663625,29.404990711235364,0.17519036315164116,,1000,tail-path diagnostic; not a trading signal,insufficient_egarch_obs
orig Equal premium capped,Full-cost net,circular_block_bootstrap,ok,60,2021-01-29,2026-04-30,12,0.035748334910435005,0.3531546922072476,1.1951842950498273,1.4098965621617752,-0.254879210578355,6.0,1000,tail-path diagnostic; not a trading signal,
orig Equal premium capped,Full-cost net,garch11_residual_fallback_insufficient_egarch_obs,fallback,60,2021-01-29,2026-04-30,12,0.035748334910435005,0.3531546922072476,1.1951842950498273,1.4098965621617752,-0.254879210578355,,1000,tail-path diagnostic; not a trading signal,insufficient_egarch_obs
orig Equal risk capped,Full-cost net,circular_block_bootstrap,ok,60,2021-01-29,2026-04-30,12,0.03526406552369007,0.33487846863006004,1.1116624435230078,1.1029288492931175,-0.25297589353597844,6.0,1000,tail-path diagnostic; not a trading signal,
orig Equal risk capped,Full-cost net,garch11_residual_fallback_insufficient_egarch_obs,fallback,60,2021-01-29,2026-04-30,12,0.03526406552369007,0.33487846863006004,1.1116624435230078,1.1029288492931175,-0.25297589353597844,,1000,tail-path diagnostic; not a trading signal,insufficient_egarch_obs
orig+VIX E1 capped,Full-cost net,circular_block_bootstrap,ok,60,2021-01-29,2026-04-30,12,0.10741852872674265,0.26903031649725073,0.5780279692961152,-0.4773934703674807,-0.2343763582948433,6.0,1000,tail-path diagnostic; not a trading signal,
orig+VIX E1 capped,Full-cost net,garch11_residual_fallback_insufficient_egarch_obs,fallback,60,2021-01-29,2026-04-30,12,0.10741852872674265,0.26903031649725073,0.5780279692961152,-0.4773934703674807,-0.2343763582948433,,1000,tail-path diagnostic; not a trading signal,insufficient_egarch_obs
orig+VIX GM paper,Full-cost net,circular_block_bootstrap,ok,60,2021-01-29,2026-04-30,12,-0.48389329641620227,1.402645578154981,-4.788822743610411,27.203771112914986,0.01668114306624218,6.0,1000,tail-path diagnostic; not a trading signal,
orig+VIX GM paper,Full-cost net,garch11_residual_fallback_insufficient_egarch_obs,fallback,60,2021-01-29,2026-04-30,12,-0.48389329641620227,1.402645578154981,-4.788822743610411,27.203771112914986,0.01668114306624218,,1000,tail-path diagnostic; not a trading signal,insufficient_egarch_obs
orig+VIX Equal premium capped,Full-cost net,circular_block_bootstrap,ok,60,2021-01-29,2026-04-30,12,-0.10759697004292121,0.4187740102448363,1.415272046852495,2.499794730490017,-0.26160445028270757,6.0,1000,tail-path diagnostic; not a trading signal,
orig+VIX Equal premium capped,Full-cost net,garch11_residual_fallback_insufficient_egarch_obs,fallback,60,2021-01-29,2026-04-30,12,-0.10759697004292121,0.4187740102448363,1.415272046852495,2.499794730490017,-0.26160445028270757,,1000,tail-path diagnostic; not a trading signal,insufficient_egarch_obs
orig+VIX Equal risk capped,Full-cost net,circular_block_bootstrap,ok,60,2021-01-29,2026-04-30,12,-0.11481586867464738,0.39137281359779347,1.3454715757630946,2.162262121905932,-0.2506016660955587,6.0,1000,tail-path diagnostic; not a trading signal,
orig+VIX Equal risk capped,Full-cost net,garch11_residual_fallback_insufficient_egarch_obs,fallback,60,2021-01-29,2026-04-30,12,-0.11481586867464738,0.39137281359779347,1.3454715757630946,2.162262121905932,-0.2506016660955587,,1000,tail-path diagnostic; not a trading signal,insufficient_egarch_obs
larger E1 capped,Full-cost net,circular_block_bootstrap,ok,60,2021-01-29,2026-04-30,12,0.04123180904433841,0.24325984993040348,1.241267480192683,1.517269280921815,-0.14673190022628899,6.0,1000,tail-path diagnostic; not a trading signal,
larger E1 capped,Full-cost net,garch11_residual_fallback_insufficient_egarch_obs,fallback,60,2021-01-29,2026-04-30,12,0.04123180904433841,0.24325984993040348,1.241267480192683,1.517269280921815,-0.14673190022628899,,1000,tail-path diagnostic; not a trading signal,insufficient_egarch_obs
