config,fold_id,seconds,status
larger,cpcv_03_10,21.57564691710286,ok
larger,cpcv_03_11,21.794239667011425,ok
larger,cpcv_04_05,21.72950029093772,ok
larger,cpcv_04_06,21.434634416829795,ok
larger,cpcv_04_07,21.606982416007668,ok
larger,cpcv_04_08,21.436174124944955,ok
larger,cpcv_04_09,21.506812250008807,ok
larger,cpcv_04_10,21.255960957845673,ok
larger,cpcv_04_11,21.713074791943654,ok
larger,cpcv_05_06,21.86956504220143,ok
larger,cpcv_05_07,21.430074749980122,ok
larger,cpcv_05_08,21.427781749982387,ok
larger,cpcv_05_09,21.593761749798432,ok
larger,cpcv_05_10,21.074680875055492,ok
larger,cpcv_05_11,21.708160584094003,ok
larger,cpcv_06_07,21.68135445821099,ok
larger,cpcv_06_08,21.43004479119554,ok
larger,cpcv_06_09,40.173352541867644,ok
larger,cpcv_06_10,21.504544333089143,ok
larger,cpcv_06_11,21.65948716714047,ok
larger,cpcv_07_08,22.037420167122036,ok
larger,cpcv_07_09,21.522541042184457,ok
larger,cpcv_07_10,21.281826332909986,ok
larger,cpcv_07_11,21.887395083904266,ok
larger,cpcv_08_09,22.17876683291979,ok
larger,cpcv_08_10,21.470102250110358,ok
larger,cpcv_08_11,21.907489583129063,ok
larger,cpcv_09_10,21.91111574997194,ok
larger,cpcv_09_11,21.545130582991987,ok
larger,cpcv_10_11,22.64667983399704,ok
larger+VIX,kfold_00,24.45228158403188,ok
larger+VIX,kfold_01,24.71302737505175,ok
larger+VIX,kfold_02,24.679741041967645,ok
larger+VIX,kfold_03,24.629379542078823,ok
larger+VIX,kfold_04,24.409695375012234,ok
larger+VIX,kfold_05,24.6466457080096,ok
larger+VIX,kfold_06,24.51836824999191,ok
larger+VIX,kfold_07,24.342061459086835,ok
larger+VIX,kfold_08,24.675399750005454,ok
larger+VIX,kfold_09,24.56290770904161,ok
larger+VIX,kfold_10,24.396927458932623,ok
larger+VIX,kfold_11,25.103938709013164,ok
larger+VIX,cpcv_00_01,24.680590000003576,ok
larger+VIX,cpcv_00_02,23.926311291055754,ok
larger+VIX,cpcv_00_03,24.024264166830108,ok
larger+VIX,cpcv_00_04,23.942756625125185,ok
larger+VIX,cpcv_00_05,23.718795333988965,ok
larger+VIX,cpcv_00_06,24.13667891616933,ok
larger+VIX,cpcv_00_07,23.668862709077075,ok
larger+VIX,cpcv_00_08,23.944306750083342,ok
larger+VIX,cpcv_00_09,24.029828208964318,ok
larger+VIX,cpcv_00_10,24.05848916596733,ok
larger+VIX,cpcv_00_11,24.73287362488918,ok
larger+VIX,cpcv_01_02,24.9494368750602,ok
larger+VIX,cpcv_01_03,24.42113950010389,ok
larger+VIX,cpcv_01_04,24.139749250141904,ok
larger+VIX,cpcv_01_05,24.253952000057325,ok
larger+VIX,cpcv_01_06,24.331626917002723,ok
larger+VIX,cpcv_01_07,24.459372750017792,ok
larger+VIX,cpcv_01_08,24.368569792015478,ok
larger+VIX,cpcv_01_09,24.15702937496826,ok
larger+VIX,cpcv_01_10,24.30675970786251,ok
larger+VIX,cpcv_01_11,25.089642624836415,ok
larger+VIX,cpcv_02_03,25.066814832855016,ok
larger+VIX,cpcv_02_04,24.19344999990426,ok
larger+VIX,cpcv_02_05,24.067644625203684,ok
larger+VIX,cpcv_02_06,24.233009667135775,ok
larger+VIX,cpcv_02_07,24.03849700000137,ok
larger+VIX,cpcv_02_08,24.574809749843553,ok
larger+VIX,cpcv_02_09,24.215775249991566,ok
larger+VIX,cpcv_02_10,24.15032104193233,ok
larger+VIX,cpcv_02_11,24.778568000067025,ok
larger+VIX,cpcv_03_04,24.73526820796542,ok
larger+VIX,cpcv_03_05,24.19057504204102,ok
larger+VIX,cpcv_03_06,24.324602083070204,ok
larger+VIX,cpcv_03_07,23.92089662491344,ok
larger+VIX,cpcv_03_08,24.10790420905687,ok
larger+VIX,cpcv_03_09,23.974374749930575,ok
larger+VIX,cpcv_03_10,23.72239875001833,ok
larger+VIX,cpcv_03_11,24.568745290860534,ok
larger+VIX,cpcv_04_05,24.55275245802477,ok
larger+VIX,cpcv_04_06,24.09561112499796,ok
larger+VIX,cpcv_04_07,23.844288083026186,ok
larger+VIX,cpcv_04_08,24.175251124892384,ok
larger+VIX,cpcv_04_09,24.018761957995594,ok
larger+VIX,cpcv_04_10,23.970134125091136,ok
