config,fold_id,seconds,status
larger+VIX,cpcv_05_10,27.277642833068967,ok
larger+VIX,cpcv_05_11,27.842167207971215,ok
larger+VIX,cpcv_06_07,27.878368332982063,ok
larger+VIX,cpcv_06_08,27.32157799997367,ok
larger+VIX,cpcv_06_09,27.17701912508346,ok
larger+VIX,cpcv_06_10,27.283506334060803,ok
larger+VIX,cpcv_06_11,27.52197774988599,ok
larger+VIX,cpcv_07_08,27.746143624885008,ok
larger+VIX,cpcv_07_09,27.12168424995616,ok
larger+VIX,cpcv_07_10,27.189391457941383,ok
larger+VIX,cpcv_07_11,27.720433957874775,ok
larger+VIX,cpcv_08_09,41.52287591714412,ok
larger+VIX,cpcv_08_10,27.29599866690114,ok
larger+VIX,cpcv_08_11,27.644877541111782,ok
larger+VIX,cpcv_09_10,27.948235125048086,ok
larger+VIX,cpcv_09_11,27.682786624878645,ok
larger+VIX,cpcv_10_11,28.142219875007868,ok
