fold_id,scheme,strategy,basis,sharpe,sortino,max_drawdown,ann_return,ann_vol,defaulted,n_test_months,status
cpcv_01_05,cpcv,Greek Markowitz + VIX,full_spread_post_cost,-0.23153228994236336,-0.2801409687414038,-0.8770428453664391,-0.5559906205970953,0.8411917464065146,False,22,ok
cpcv_01_05,cpcv,Beta/delta-neutral + VIX,full_spread_post_cost,-0.46296878005455705,-0.5101565145511602,-1.0,-1.0,0.9977284985590376,True,22,ok
cpcv_01_05,cpcv,Equal premium,full_spread_post_cost,1.4032238125441665,9.394584686173353,-0.25867303954302856,3.780524067797982,1.6998418055081699,False,22,ok
cpcv_01_05,cpcv,Equal risk,full_spread_post_cost,1.6247914645562385,7.874857327479171,-0.22951487218723965,3.3909628358007087,1.2746562956441663,False,22,ok
cpcv_01_05,cpcv,VIX hedge sleeve,full_spread_post_cost,0.644042848717932,10.10480640868822,-0.9180239667741551,-0.08146895814153221,11.946471280624415,False,22,ok
cpcv_01_06,cpcv,Equity-option Greek Markowitz,gross,0.41289458277739494,0.8574724283588393,-0.3350386682775557,0.022866709520169337,0.9782689264764783,False,22,ok
cpcv_01_06,cpcv,Greek Markowitz + VIX,gross,-0.5042392564554915,-0.6872909419698434,-0.8580678411591889,-0.5373533657072692,0.8176205286382368,False,22,ok
cpcv_01_06,cpcv,Beta/delta-neutral + VIX,gross,-0.5288320260249533,-0.6992629446753376,-0.7846060411440454,-0.40794664334408604,0.6147711364097139,False,22,ok
cpcv_01_06,cpcv,Equal premium,gross,-0.23318075669365207,-0.4740998036487916,-0.9935949976143177,-0.8826505328740581,2.143609151864163,False,22,ok
cpcv_01_06,cpcv,Equal risk,gross,-0.5228977096110357,-0.8549593361107892,-0.9547799169257987,-0.7410097687761121,1.2501636263741025,False,22,ok
cpcv_01_06,cpcv,VIX hedge sleeve,gross,-1.9994889508934455,-2.1801447053909757,-1.0,-1.0,2.920927718112443,True,22,ok
cpcv_01_06,cpcv,Equity-option Greek Markowitz,full_spread_post_cost,-0.18436517077498962,-0.266387622213783,-0.48139557121551246,-0.1485642487729648,0.41479936215453506,False,22,ok
cpcv_01_06,cpcv,Greek Markowitz + VIX,full_spread_post_cost,-0.19890726501153835,-0.26614825952707283,-0.6768383924873302,-0.2822513115814105,0.6017007176917739,False,22,ok
cpcv_01_06,cpcv,Beta/delta-neutral + VIX,full_spread_post_cost,-0.41077491635614266,-0.5274406004058808,-0.6274579814916583,-0.3001549328797172,0.5180947261844058,False,22,ok
cpcv_01_06,cpcv,Equal premium,full_spread_post_cost,-1.1453396125832411,-1.3380346588103649,-0.9292422152204249,-0.6940219359742971,0.7419506362025564,False,22,ok
cpcv_01_06,cpcv,Equal risk,full_spread_post_cost,-0.8251824833664619,-1.0762285075028275,-0.8326602110981581,-0.5369725277750228,0.6580805484888307,False,22,ok
cpcv_01_06,cpcv,VIX hedge sleeve,full_spread_post_cost,-1.304118521778068,-1.2867165604888158,-1.0,-1.0,1.130935667919006,True,22,ok
cpcv_01_07,cpcv,Equity-option Greek Markowitz,gross,-0.16213476161639714,-0.2527098106797065,-0.749517307817702,-0.359426112715004,0.8187046853481412,False,22,ok
