expiration,scalar_status,scalar_url,scalar_file,scalar_sha256,scalar_error,component_status,component_url,component_file,component_sha256,component_error,parsed_settlement,settlement_value,Year
2018-01-03,downloaded,https://www-api.cboe.com/us/futures/market_statistics/settlement/csv?dt=2018-01-03,data/public/cboe/vro_soq/raw/scalar_settlement/2018/cboe_vx_settlement_20180103.csv,fb3907637b20ec51927e44bd0c06628cc47fb9cde8f317c743131a779dbaf39d,,unavailable,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2018/01/soq_vxs_20180103.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2018/soq_vxs_20180103.csv,,404.0,False,,2018
2018-01-17,downloaded,https://www-api.cboe.com/us/futures/market_statistics/settlement/csv?dt=2018-01-17,data/public/cboe/vro_soq/raw/scalar_settlement/2018/cboe_vx_settlement_20180117.csv,fb3907637b20ec51927e44bd0c06628cc47fb9cde8f317c743131a779dbaf39d,,unavailable,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2018/01/soq_vxs_20180117.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2018/soq_vxs_20180117.csv,,404.0,False,,2018
2018-02-14,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2018/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2018.json,8e9cc89af502ef07cbbb692ab62d6c279fa433104f1d7ad38cfecaab9fcf1184,,unavailable,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2018/02/soq_vxs_20180214.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2018/soq_vxs_20180214.csv,,404.0,True,21.87,2018
2018-03-21,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2018/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2018.json,8e9cc89af502ef07cbbb692ab62d6c279fa433104f1d7ad38cfecaab9fcf1184,,unavailable,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2018/03/soq_vxs_20180321.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2018/soq_vxs_20180321.csv,,404.0,True,17.76,2018
2018-05-16,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2018/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2018.json,8e9cc89af502ef07cbbb692ab62d6c279fa433104f1d7ad38cfecaab9fcf1184,,unavailable,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2018/05/soq_vxs_20180516.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2018/soq_vxs_20180516.csv,,404.0,True,13.79,2018
2018-06-20,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2018/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2018.json,8e9cc89af502ef07cbbb692ab62d6c279fa433104f1d7ad38cfecaab9fcf1184,,unavailable,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2018/06/soq_vxs_20180620.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2018/soq_vxs_20180620.csv,,404.0,True,12.27,2018
2018-07-18,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2018/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2018.json,8e9cc89af502ef07cbbb692ab62d6c279fa433104f1d7ad38cfecaab9fcf1184,,unavailable,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2018/07/soq_vxs_20180718.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2018/soq_vxs_20180718.csv,,404.0,True,12.38,2018
2018-08-22,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2018/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2018.json,8e9cc89af502ef07cbbb692ab62d6c279fa433104f1d7ad38cfecaab9fcf1184,,unavailable,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2018/08/soq_vxs_20180822.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2018/soq_vxs_20180822.csv,,404.0,True,12.61,2018
2018-09-19,downloaded,https://www-api.cboe.com/us/futures/market_statistics/settlement/csv?dt=2018-09-19,data/public/cboe/vro_soq/raw/scalar_settlement/2018/cboe_vx_settlement_20180919.csv,fb3907637b20ec51927e44bd0c06628cc47fb9cde8f317c743131a779dbaf39d,,unavailable,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2018/09/soq_vxs_20180919.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2018/soq_vxs_20180919.csv,,404.0,False,,2018
2018-09-26,downloaded,https://www-api.cboe.com/us/futures/market_statistics/settlement/csv?dt=2018-09-26,data/public/cboe/vro_soq/raw/scalar_settlement/2018/cboe_vx_settlement_20180926.csv,fb3907637b20ec51927e44bd0c06628cc47fb9cde8f317c743131a779dbaf39d,,unavailable,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2018/09/soq_vxs_20180926.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2018/soq_vxs_20180926.csv,,404.0,False,,2018
2018-10-17,downloaded,https://www-api.cboe.com/us/futures/market_statistics/settlement/csv?dt=2018-10-17,data/public/cboe/vro_soq/raw/scalar_settlement/2018/cboe_vx_settlement_20181017.csv,fb3907637b20ec51927e44bd0c06628cc47fb9cde8f317c743131a779dbaf39d,,unavailable,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2018/10/soq_vxs_20181017.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2018/soq_vxs_20181017.csv,,404.0,False,,2018
2018-10-31,downloaded,https://www-api.cboe.com/us/futures/market_statistics/settlement/csv?dt=2018-10-31,data/public/cboe/vro_soq/raw/scalar_settlement/2018/cboe_vx_settlement_20181031.csv,fb3907637b20ec51927e44bd0c06628cc47fb9cde8f317c743131a779dbaf39d,,unavailable,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2018/10/soq_vxs_20181031.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2018/soq_vxs_20181031.csv,,404.0,False,,2018
2018-11-21,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2018/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2018.json,8e9cc89af502ef07cbbb692ab62d6c279fa433104f1d7ad38cfecaab9fcf1184,,unavailable,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2018/11/soq_vxs_20181121.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2018/soq_vxs_20181121.csv,,404.0,True,22.07,2018
2018-12-19,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2018/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2018.json,8e9cc89af502ef07cbbb692ab62d6c279fa433104f1d7ad38cfecaab9fcf1184,,unavailable,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2018/12/soq_vxs_20181219.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2018/soq_vxs_20181219.csv,,404.0,True,26.2,2018
2019-01-16,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2019/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2019.json,23a76f563beb42ce17793ae37ccbdd40c1d502c36b28d5ca3ec5f9eb74ff8e4b,,unavailable,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2019/01/soq_vxs_20190116.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2019/soq_vxs_20190116.csv,,404.0,True,18.87,2019
2019-02-13,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2019/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2019.json,23a76f563beb42ce17793ae37ccbdd40c1d502c36b28d5ca3ec5f9eb74ff8e4b,,unavailable,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2019/02/soq_vxs_20190213.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2019/soq_vxs_20190213.csv,,404.0,True,15.6,2019
2019-03-19,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2019/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2019.json,23a76f563beb42ce17793ae37ccbdd40c1d502c36b28d5ca3ec5f9eb74ff8e4b,,unavailable,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2019/03/soq_vxs_20190319.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2019/soq_vxs_20190319.csv,,404.0,True,12.35,2019
2019-05-22,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2019/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2019.json,23a76f563beb42ce17793ae37ccbdd40c1d502c36b28d5ca3ec5f9eb74ff8e4b,,unavailable,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2019/05/soq_vxs_20190522.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2019/soq_vxs_20190522.csv,,404.0,True,15.01,2019
2019-06-19,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2019/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2019.json,23a76f563beb42ce17793ae37ccbdd40c1d502c36b28d5ca3ec5f9eb74ff8e4b,,unavailable,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2019/06/soq_vxs_20190619.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2019/soq_vxs_20190619.csv,,404.0,True,14.8,2019
2019-07-17,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2019/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2019.json,23a76f563beb42ce17793ae37ccbdd40c1d502c36b28d5ca3ec5f9eb74ff8e4b,,unavailable,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2019/07/soq_vxs_20190717.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2019/soq_vxs_20190717.csv,,404.0,True,12.69,2019
2019-08-21,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2019/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2019.json,23a76f563beb42ce17793ae37ccbdd40c1d502c36b28d5ca3ec5f9eb74ff8e4b,,unavailable,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2019/08/soq_vxs_20190821.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2019/soq_vxs_20190821.csv,,404.0,True,15.63,2019
2019-09-18,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2019/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2019.json,23a76f563beb42ce17793ae37ccbdd40c1d502c36b28d5ca3ec5f9eb74ff8e4b,,unavailable,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2019/09/soq_vxs_20190918.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2019/soq_vxs_20190918.csv,,404.0,True,14.54,2019
2019-10-16,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2019/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2019.json,23a76f563beb42ce17793ae37ccbdd40c1d502c36b28d5ca3ec5f9eb74ff8e4b,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2019/10/soq_vxs_20191016.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2019/soq_vxs_20191016.csv,8f494db7fb5cd80e08a357e436d2f3ccaebb141595ca8438682b39820e9fdf40,,True,13.78,2019
2019-11-20,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2019/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2019.json,23a76f563beb42ce17793ae37ccbdd40c1d502c36b28d5ca3ec5f9eb74ff8e4b,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2019/11/soq_vxs_20191120.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2019/soq_vxs_20191120.csv,13fab2abc08795fe77e454830a49324f9e4d496896883c5cae2c924134676824,,True,13.01,2019
2019-12-18,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2019/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2019.json,23a76f563beb42ce17793ae37ccbdd40c1d502c36b28d5ca3ec5f9eb74ff8e4b,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2019/12/soq_vxs_20191218.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2019/soq_vxs_20191218.csv,6ca81fc5dc681055df2d1f7175b08e7e0b8949888712b8673fcb2219fd3d6736,,True,11.99,2019
2020-01-22,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/S/2020/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_S_2020.json,ecebbb7099834f489f27e0ff5d34b65b2d039bf37a31daed39c3521f01c4bfa9,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2020/01/soq_vxs_20200122.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2020/soq_vxs_20200122.csv,cac930792506271680954be617a884a12f2715d70c8333306fb46abdb3c5a6c3,,True,12.62,2020
2020-02-19,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/S/2020/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_S_2020.json,ecebbb7099834f489f27e0ff5d34b65b2d039bf37a31daed39c3521f01c4bfa9,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2020/02/soq_vxs_20200219.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2020/soq_vxs_20200219.csv,089f50e75e440819add2591bd4a6dee3549ac07b4c9ba671932833c450598978,,True,14.51,2020
2020-03-18,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/S/2020/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_S_2020.json,ecebbb7099834f489f27e0ff5d34b65b2d039bf37a31daed39c3521f01c4bfa9,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2020/03/soq_vxs_20200318.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2020/soq_vxs_20200318.csv,e3a16b301b23036608ec945437d4dece314bbd7e9b1abacd5ffea2d58f424f26,,True,69.76,2020
2020-04-15,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/S/2020/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_S_2020.json,ecebbb7099834f489f27e0ff5d34b65b2d039bf37a31daed39c3521f01c4bfa9,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2020/04/soq_vxs_20200415.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2020/soq_vxs_20200415.csv,089660a00bc5d8184836d2a6cc2fc0f42b59448e3fedfac3ed34ae0f1c4ce87e,,True,42.51,2020
2020-05-20,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/S/2020/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_S_2020.json,ecebbb7099834f489f27e0ff5d34b65b2d039bf37a31daed39c3521f01c4bfa9,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2020/05/soq_vxs_20200520.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2020/soq_vxs_20200520.csv,c77bc6aceffb5475d47494693c4e8af0924a33209f36137c3a46d212c18c77dc,,True,28.11,2020
2020-06-17,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/S/2020/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_S_2020.json,ecebbb7099834f489f27e0ff5d34b65b2d039bf37a31daed39c3521f01c4bfa9,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2020/06/soq_vxs_20200617.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2020/soq_vxs_20200617.csv,ecbbd1cb64eab7dd34481505e1e50f9762dc464569772be801b6897b348f8a4e,,True,33.44,2020
2020-07-22,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/S/2020/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_S_2020.json,ecebbb7099834f489f27e0ff5d34b65b2d039bf37a31daed39c3521f01c4bfa9,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2020/07/soq_vxs_20200722.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2020/soq_vxs_20200722.csv,e818fd60f4683d1489f136cff888bec0a3cfb19b06115e1c5054eb73ec7ea827,,True,25.45,2020
2020-08-19,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/S/2020/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_S_2020.json,ecebbb7099834f489f27e0ff5d34b65b2d039bf37a31daed39c3521f01c4bfa9,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2020/08/soq_vxs_20200819.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2020/soq_vxs_20200819.csv,717ed64a4033c935ceb3d7a8f6121ee38219359eed2741b0e88ce5d20a21c40c,,True,21.71,2020
2020-09-16,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/S/2020/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_S_2020.json,ecebbb7099834f489f27e0ff5d34b65b2d039bf37a31daed39c3521f01c4bfa9,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2020/09/soq_vxs_20200916.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2020/soq_vxs_20200916.csv,bd6125906620112e5f5c97779d3c7f63812a8dbda0ac7a79e2bbf4400bd44034,,True,26.12,2020
2020-10-21,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/S/2020/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_S_2020.json,ecebbb7099834f489f27e0ff5d34b65b2d039bf37a31daed39c3521f01c4bfa9,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2020/10/soq_vxs_20201021.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2020/soq_vxs_20201021.csv,20af5973829f27c2e0f496c9e3a78793f6415b8af6d676065eba71e129f5d660,,True,29.07,2020
2020-11-18,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/S/2020/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_S_2020.json,ecebbb7099834f489f27e0ff5d34b65b2d039bf37a31daed39c3521f01c4bfa9,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2020/11/soq_vxs_20201118.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2020/soq_vxs_20201118.csv,6e007ac8432bb3e9725226e93948056e5e22545ab1cad3e830607d05c445b9e9,,True,22.41,2020
2020-12-16,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/S/2020/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_S_2020.json,ecebbb7099834f489f27e0ff5d34b65b2d039bf37a31daed39c3521f01c4bfa9,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2020/12/soq_vxs_20201216.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2020/soq_vxs_20201216.csv,11c6a3efbbb3c1644b9184aba3b4b9ecc0e0002bf796b9817b9a0dce55ee75b4,,True,23.35,2020
2021-01-20,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/S/2021/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_S_2021.json,459da49d6096bb2a1035482fec11486fdd24475f086738bb56b5c232cdace5ab,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2021/01/soq_vxs_20210120.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2021/soq_vxs_20210120.csv,cfa26afe3525ce88546312fd4eb71f5ee4ff17e0db6863c29021b28d6fd4a62b,,True,22.59,2021
2021-02-17,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/S/2021/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_S_2021.json,459da49d6096bb2a1035482fec11486fdd24475f086738bb56b5c232cdace5ab,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2021/02/soq_vxs_20210217.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2021/soq_vxs_20210217.csv,21c58cccdb709e4aee4dd5329e59a13fa238965a8db2baa3f211319502f3b7d2,,True,22.81,2021
2021-03-17,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/S/2021/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_S_2021.json,459da49d6096bb2a1035482fec11486fdd24475f086738bb56b5c232cdace5ab,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2021/03/soq_vxs_20210317.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2021/soq_vxs_20210317.csv,a577f70db0047d86bd9c64d56e669e517f9627ee9215e05d382b3395e08582ec,,True,20.8,2021
2021-04-21,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2021/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2021.json,0d5e55dd67c22fab5db227f7ae595581888aaa2919d1915716e5ea053a784d5d,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2021/04/soq_vxs_20210421.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2021/soq_vxs_20210421.csv,f394bea9ecc6ad5edd8555e801ef280027887da4920ce10e4e6aa774ecf6c9c8,,True,19.28,2021
2021-05-19,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2021/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2021.json,0d5e55dd67c22fab5db227f7ae595581888aaa2919d1915716e5ea053a784d5d,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2021/05/soq_vxs_20210519.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2021/soq_vxs_20210519.csv,8c0edfa5d40ba8adf8d03ecbc9e9f262c3209f4c0c3f54e2bc751d5c2171cc85,,True,25.21,2021
2021-07-21,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2021/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2021.json,0d5e55dd67c22fab5db227f7ae595581888aaa2919d1915716e5ea053a784d5d,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2021/07/soq_vxs_20210721.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2021/soq_vxs_20210721.csv,6edb3fee9b4577a7364039df18a9e5af97dba4cd9eb7ae044fa5d1b37bfc6dd8,,True,18.9,2021
2021-08-18,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2021/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2021.json,0d5e55dd67c22fab5db227f7ae595581888aaa2919d1915716e5ea053a784d5d,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2021/08/soq_vxs_20210818.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2021/soq_vxs_20210818.csv,aaab0c8ac197923116fa596f443a203c50e756f938068b7f4c89b260b027de82,,True,18.58,2021
2021-09-15,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2021/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2021.json,0d5e55dd67c22fab5db227f7ae595581888aaa2919d1915716e5ea053a784d5d,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2021/09/soq_vxs_20210915.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2021/soq_vxs_20210915.csv,ef77bf2198b83bd0917d8c9cc374ba4ee3335255219d05f9f9dfaf25f282f79c,,True,19.79,2021
2021-10-20,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2021/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2021.json,0d5e55dd67c22fab5db227f7ae595581888aaa2919d1915716e5ea053a784d5d,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2021/10/soq_vxs_20211020.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2021/soq_vxs_20211020.csv,5288f0e6500e1abdf209e993800d23d5c1202e20a831506169a34db87c085177,,True,15.35,2021
2021-11-17,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2021/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2021.json,0d5e55dd67c22fab5db227f7ae595581888aaa2919d1915716e5ea053a784d5d,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2021/11/soq_vxs_20211117.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2021/soq_vxs_20211117.csv,669f30d3c53a30791bb23a4ba07b4f1746e4a9833d706f07e9457b8c734031bc,,True,16.34,2021
2021-12-22,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2021/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2021.json,0d5e55dd67c22fab5db227f7ae595581888aaa2919d1915716e5ea053a784d5d,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2021/12/soq_vxs_20211222.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2021/soq_vxs_20211222.csv,319567b50b7e93c2e89dfa9522f97e90b7e5fc68fd98ea0372ed691165c6c827,,True,20.83,2021
2022-01-19,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2022/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2022.json,aebd26ef6e3aad1f1e5c88fead273414912580fff397cfad8b68c8dc9dd961ae,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2022/01/soq_vxs_20220119.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2022/soq_vxs_20220119.csv,1ae77968196e481b65078f95e4fc927e9476272dd47770cd447baca33be18a44,,True,22.79,2022
2022-02-16,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2022/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2022.json,aebd26ef6e3aad1f1e5c88fead273414912580fff397cfad8b68c8dc9dd961ae,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2022/02/soq_vxs_20220216.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2022/soq_vxs_20220216.csv,49a4b84873fc72242d512ba30d15df4b94fceeca896baaa2213ed86ec0c97aee,,True,26.37,2022
2022-03-15,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2022/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2022.json,aebd26ef6e3aad1f1e5c88fead273414912580fff397cfad8b68c8dc9dd961ae,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2022/03/soq_vxs_20220315.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2022/soq_vxs_20220315.csv,8a80054196a70c066f40dd7250b0e345ebca4b4a09930ff5a3c5d16b24df391a,,True,32.28,2022
2022-05-18,downloaded,https://www.cboe.com/index_settlement_values/get_sv_data/O/2022/,data/public/cboe/vro_soq/raw/index_settlement_values/cboe_index_settlement_values_O_2022.json,aebd26ef6e3aad1f1e5c88fead273414912580fff397cfad8b68c8dc9dd961ae,,downloaded,https://www.cboe.com/us/futures/market_statistics/vix_settlement_series/2022/05/soq_vxs_20220518.csv-dl,data/public/cboe/vro_soq/raw/soq_components/2022/soq_vxs_20220518.csv,bdb9aa3e3e1a426cf8a0422240b2e12c1d61f7a98020652065426f6dbb53aa54,,True,27.68,2022
