Strategy,Return basis,path_id,method,n_source_obs,status,n_obs,annualized_return,annualized_volatility,sharpe,sortino,max_drawdown,var_95,cvar_95,terminal_wealth,block_length
VIX hedge sleeve,Full-spread post-cost,549,circular_block_bootstrap,60,ok,60,-1.0,1.2316311046406767,-8.134042613512976,-3.207214943256787,-1.0,1.0583986254295532,1.0796563747705528,0.0,6
VIX hedge sleeve,Full-spread post-cost,550,circular_block_bootstrap,60,ok,60,-1.0,1.5867919319625776,-5.801382686134243,-3.0028092737622685,-1.0,1.108939989600306,1.1287024691663996,0.0,6
VIX hedge sleeve,Full-spread post-cost,551,circular_block_bootstrap,60,ok,60,-1.0,0.9758435115470238,-11.033889494187623,-3.3151749358927005,,1.0561527707776506,1.0752453298659483,-0.0,6
VIX hedge sleeve,Full-spread post-cost,552,circular_block_bootstrap,60,ok,60,-1.0,1.5004681694803552,-5.996788368531814,-3.037562768211259,0.0,1.0583986254295532,1.0862604335117878,0.0,6
VIX hedge sleeve,Full-spread post-cost,553,circular_block_bootstrap,60,ok,60,-1.0,1.7528292406838313,-4.55954081941618,-2.80914772306552,0.0,1.0537327492672528,1.0761272594315197,0.0,6
VIX hedge sleeve,Full-spread post-cost,554,circular_block_bootstrap,60,ok,60,-1.0,1.7144154408428085,-5.175389307138712,-2.926102348781138,-1.003276852720113,1.109221680251279,1.146721687154737,-0.0,6
VIX hedge sleeve,Full-spread post-cost,555,circular_block_bootstrap,60,ok,60,-1.0,1.3842526217849092,-7.017569058613824,-3.14008161313802,-1.0719624325975046,1.0609268819565796,1.1287024691663996,0.0,6
VIX hedge sleeve,Full-spread post-cost,556,circular_block_bootstrap,60,ok,60,-1.0,1.5220943092104449,-6.219572664489999,-3.058868462663389,,1.108963755970082,1.135992582952588,-0.0,6
VIX hedge sleeve,Full-spread post-cost,557,circular_block_bootstrap,60,ok,60,-1.0,1.6025120455239403,-5.744867999203189,-3.0015894579156526,,1.1089387387387388,1.1224656608456636,-0.0,6
VIX hedge sleeve,Full-spread post-cost,558,circular_block_bootstrap,60,ok,60,-1.0,1.6289155757563334,-5.599547942418096,-2.977875977720292,-1.0,1.1089387387387388,1.1197602764242787,-0.0,6
VIX hedge sleeve,Full-spread post-cost,559,circular_block_bootstrap,60,ok,60,-1.0,1.6119338951353608,-5.521277263592297,-2.981192378669449,,1.058514802644371,1.1269746348813052,-0.0,6
VIX hedge sleeve,Full-spread post-cost,560,circular_block_bootstrap,60,ok,60,-1.0,1.5154846869380296,-6.310063214409606,-3.0671740556618317,,1.1116666386683327,1.1630214099350942,-0.0,6
VIX hedge sleeve,Full-spread post-cost,561,circular_block_bootstrap,60,ok,60,-1.0,1.642964863206157,-5.261629915257154,-2.9433037932639237,-1.0,1.058938951585874,1.1141222415940224,0.0,6
VIX hedge sleeve,Full-spread post-cost,562,circular_block_bootstrap,60,ok,60,-1.0,1.614891618818528,-5.853189655969169,-3.035714270873141,-1.003276852720113,1.1141222415940224,1.1263470336792905,-0.0,6
