path_id,sortino_improvement,net_log_growth_improvement
412,-0.815874562681439,-0.010761625123966615
413,-0.5127390961483318,-0.00542476430997548
414,-0.2952937986592623,-0.0052631189136358265
415,-0.2204719368642627,-0.005481363621850132
416,-1.0578173258524763,-0.008934453448900639
417,-0.661850044710536,-0.009610119725616808
418,-1.3140171283925226,-0.010484843539662227
419,-0.8758846216002086,-0.007170956564269807
420,-0.9565000444799704,-0.008944293847026222
421,-0.8315730836212033,-0.007048471757030733
422,-1.5469178700222153,-0.012976724328909187
423,-1.111618873546619,-0.009652627009298574
424,-0.9560325278656234,-0.008446348029292608
425,-0.8394547869038725,-0.006664543590978235
426,-0.9271725532079025,-0.007339886669662837
427,-0.7388206398266584,-0.007093661195182047
428,-1.3743834308452405,-0.011126367657291237
429,0.2979742876297371,-0.006821484499228041
430,-0.6549079513073581,-0.005844243290122355
431,-0.7477228434044878,-0.009163754102548561
432,-1.3908263828244443,-0.011197007767021943
433,-0.5599783882633855,-0.0066789087658961814
434,-0.6186141434082272,-0.008347558286621239
435,-1.3174331838572675,-0.011344937848857945
436,-0.6562050650368525,-0.011551499676694079
437,-1.4212451095479268,-0.012393804339526665
438,-1.0940667899490977,-0.00838738716107479
439,-0.423406951078566,-0.003918282086101929
440,-0.5741490073992176,-0.005468420196261906
441,-0.9677671052953841,-0.009900075269433435
442,-0.48595844748738143,-0.004650391041211294
443,-1.528055055990988,-0.011272884414531698
444,-0.7856765503478222,-0.00748597086316256
445,-0.8779769812800242,-0.008691277267330605
446,0.4991794322186729,-0.003671196298910005
447,-0.5831457671263158,-0.005618245617874811
448,-0.5809483702877368,-0.009359569763336557
449,-0.17799877602685155,-0.008876584089466866
450,-0.8028927621923566,-0.006616067198313289
451,-0.798231295012384,-0.006389033451471541
452,-0.48320914651772684,-0.009704065060286343
453,-0.6207958348032486,-0.008564304781485295
454,-0.7498058365242799,-0.01004432501939429
455,-0.8384623291190506,-0.007420239319432936
456,-1.012540595635884,-0.00845409266282149
457,-1.4727809598938437,-0.012321827852720756
458,-0.7397189147663475,-0.008661670050301966
459,-1.2351412055699376,-0.010831107087742277
460,-0.7434255181989583,-0.00841539907713503
461,-1.0209168154194166,-0.008188522755915
462,-0.9824763788822055,-0.008013446641401767
463,-0.6119768241491881,-0.008148373039463952
464,-0.9756122403729233,-0.009269238540582958
465,-0.9395263803590086,-0.010820909711665461
466,-0.7314056990605167,-0.006830106487209518
467,-0.685683411526621,-0.006674776996231068
468,-1.3417217704396067,-0.011076720694142981
469,-0.9573120562855875,-0.007734131068211946
470,-1.3358720808560145,-0.011127644343284226
471,-1.2250341520467496,-0.009546683123489537
472,-1.13099762835548,-0.008953221286027744
473,-1.0904081480368226,-0.009674279029573848
474,-1.1191141661222017,-0.009958183140489019
475,-0.38166157549755586,-0.008084012013943126
476,-1.3078181607688752,-0.011777724420329448
477,-1.3087157782761762,-0.010246310561509715
478,-0.8335160555996335,-0.006207654404618559
479,-0.9415781429322024,-0.0063680293681301165
480,-1.093290294341956,-0.008861548453974554
481,-0.16415774361027546,-0.006197784883458672
482,-1.1195497106877044,-0.010373942989531839
483,-0.6519823281646491,-0.006366621255827824
484,-1.4174448144814644,-0.011917913445002612
485,-0.9748550404931067,-0.008006305263838264
486,-0.4828990730681084,-0.011918746949598191
487,-1.1760236776317483,-0.010699556373623373
488,-0.24683982046324804,-0.00903208092634463
489,-0.6950249503308441,-0.007951530984022712
490,-1.2938556087857411,-0.011930678576324141
491,-0.2320592625109385,-0.002987702457244265
