arm,config,return_date,decision_date,gross_return,gross_nav,predicted_cost,net_return,observed_cost_mid,observed_cost_touch,observed_cost_worst,net_return_mid,net_return_touch,net_return_worst,coverage_weight_fraction,uncovered_cost_source,cost_reconstruction,cost_reconstruction_gap,size_exceeds_displayed
R1,orig+VIX,2022-02-28,2022-01-31,0.03716600100708,0.048521000000000002,0.0011421583423786,0.036023842664701301,0.0010861327288956,0.0013508237472393001,0.0013851263262559001,0.036079868278184102,0.0358151772598405,0.035780874680823901,0.13324127697285701,modeled,exact,5.5511151231257827e-17,True
R1,orig+VIX,2022-04-29,2022-02-28,0.044755998352050602,0.0557529999999999,0.0013541942966081,0.0434018040554425,0.0012777254630364,0.0016852632894219001,0.0017214566761643,0.043478272889014201,0.0430707350626287,0.043034541675886301,0.141624665937259,modeled,exact,2.1467203015212988e-17,False
R1,orig+VIX,2022-05-31,2022-04-29,0.0054619992675780001,0.046665999999999902,0.0012317217595893,0.0042302775079886001,0.0011959935861183,0.0013524581846581,0.0013626295935649001,0.0042660056814596004,0.0041095410829197002,0.0040993696740130002,0.0872155316504519,modeled,exact,8.304988641238964e-17,True
R1,orig+VIX,2022-06-30,2022-05-31,0.0140719992675781,0.027458,0.00077702289140130004,0.0132949763761766,0.00076156437611750005,0.00077479562167200001,0.0007831670828285,0.0133104348914605,0.0132972036459059,0.0132888321847494,0.064462087551897404,modeled,exact,5.1174342541315809e-17,False
R1,orig+VIX,2022-07-29,2022-06-30,-0.0081960017471312003,0.032160000000000001,0.00087984381741990005,-0.0090758455645512,0.00085330198036410001,0.0008954801784774,0.000903001671599,-0.0090493037274954006,-0.0090914819256086004,-0.0090990034187303,0.1086753731343283,modeled,exact,2.2551405187698492e-17,False
R1,orig+VIX,2022-08-31,2022-07-29,0.0020730061187744001,0.035375999999999901,0.00092462619627480002,0.0011483799224993,0.00086308130734240004,0.0010210626632485001,0.0010626707475806,0.0012099248114319,0.0010519434555258001,0.0010103353711936,0.18840456806874711,modeled,exact,8.500145032286356e-17,True
R1,orig+VIX,2022-09-30,2022-08-31,0.028848997863769502,0.037982000000000002,0.00099128979924630002,0.027857708064523,0.00096442279948420002,0.0010346727573671,0.0010443048576407,0.0278845750642851,0.0278143251064022,0.0278046930061287,0.099125901742928402,modeled,exact,6.2016364266170841e-17,True
R1,orig+VIX,2022-10-31,2022-09-30,0.039438000549316302,0.049739999999999902,0.0011162745130398001,0.038321726036276503,0.0010369056383895,0.0011274315789081,0.0011464005651233,0.038401094910926602,0.038310568970408,0.038291599984193,0.14254121431443501,modeled,exact,7.7845715984459218e-17,False
R1,orig+VIX,2022-11-30,2022-10-31,0.0006510007324217,0.022879,0.00064716691453920003,3.8338178825910417e-06,0.00059786133973900005,0.00073215689426470003,0.00074981312043360005,5.3139392682722934e-05,-8.1156161843019218e-05,-9.8812388011894724e-05,0.30180514882643472,modeled,exact,8.0881482067418631e-17,True
R1,orig+VIX,2022-12-30,2022-11-30,0.0015119998168944,0.020654999999999701,0.00070789492785790003,0.00080410488903630002,0.00065337299904460002,0.0007691015573753,0.00077746931973200002,0.00085862681784960003,0.00074289825951900001,0.00073453049716220003,0.25112563543936212,modeled,exact,3.3610267347050637e-17,True
R1,orig+VIX,2023-01-31,2022-12-30,-0.0145779985961914,0.025107999999999901,0.00070830159799530003,-0.015286300194186701,0.00066591748082040002,0.00074888013749950001,0.00080092622667300001,-0.0152439160770119,-0.015326878733691001,-0.0153789248228644,0.26079337263023722,modeled,exact,4.8680677544599155e-17,False
R1,orig+VIX,2023-02-28,2023-01-31,0.0187120009765625,0.022661000000000001,0.00067506774931590002,0.018036933227246501,0.00065468606992660002,0.00067718030907510003,0.00068200764265950004,0.018057314906635601,0.0180348206674871,0.018029993333902702,0.1178235735404439,modeled,exact,9.0856142054285284e-17,False
R1,orig+VIX,2023-03-31,2023-02-28,0.017609000762939302,0.024144999999999701,0.00075276163850540004,0.016856239124433701,0.00069795309416450005,0.00086420214991790004,0.00086655295907290002,0.016911047668774801,0.016744798613021201,0.0167424478038663,0.33145578794781522,modeled,exact,9.768661574094395e-17,False
R1,orig+VIX,2023-04-28,2023-03-31,-0.015348000854492,0.023327000000000001,0.00074724706749540004,-0.016095247921987601,0.00069472328832200002,0.0012515916962485001,0.0013783359955041,-0.016042724142814001,-0.016599592550740502,-0.0167263368499962,0.30929823809319362,modeled,exact,7.2749965773777348e-17,False
R1,orig+VIX,2023-05-31,2023-04-28,0.0063539998779294001,0.019125,0.0010044398670104001,0.0053495600109192002,0.00099342232315080005,0.0010730217629267001,0.0010731816814395,0.0053605775547785001,0.0052809781150028002,0.0052808181964900001,0.049254901960784303,modeled,exact,6.8955258170078082e-17,True
R1,orig+VIX,2023-06-30,2023-05-31,-0.0028090009155273001,0.049443000000000001,0.0027370619333772,-0.0055460628489043002,0.0027292492972115002,0.0028204563130725,0.0028369414353412001,-0.0055382502127389001,-0.0056294572285999003,-0.0056459423508685002,0.0135307323584733,modeled,exact,4.3368086899420187e-19,False
R1,orig+VIX,2023-07-31,2023-06-30,0.029748999999999901,0.038363000000000001,0.0023449112007326001,0.027404088799267302,0.0023449112007326001,0.0023449112007326001,0.0023449112007326001,0.027404088799267201,0.027404088799267201,0.027404088799267201,0,modeled,exact,9.150666335777655e-17,False
R1,orig+VIX,2023-08-31,2023-07-31,0.0098279999999998004,0.0328979999999999,0.0020831745364762,0.0077448254635236,0.0020831745364762,0.0020831745364762,0.0020831745364762,0.0077448254635236,0.0077448254635236,0.0077448254635236,0,modeled,exact,1.5178830414797062e-17,True
R1,orig+VIX,2023-09-29,2023-08-31,0.027400001708984201,0.039014,0.0023326904760764002,0.025067311232907601,0.0023070507386158002,0.0025861061461121002,0.0026835401314683001,0.025092950970368101,0.024813895562872001,0.024716461577515801,0.1668631773209617,modeled,exact,8.803721640582296e-17,True
R1,orig+VIX,2023-10-31,2023-09-29,0.041614999694824101,0.042641999999999902,0.0023564877900155001,0.039258511904808502,0.0023513026048303,0.0023864349456078002,0.0023938525280254,0.0392636970899937,0.039228564749216301,0.039221147166798601,0.0082078701749448008,modeled,exact,3.2092384305570931e-17,False
R1,orig+VIX,2023-11-30,2023-10-31,-0.016068994384765601,0.044212999999999801,0.0019788527339470001,-0.018047847118712702,0.0019402517360715,0.0020547298721507001,0.0022833189216348001,-0.0180092461208371,-0.018123724256916302,-0.0183523133064004,0.086173749802094607,modeled,exact,6.852157730108388e-17,True
R1,orig+VIX,2023-12-29,2023-11-30,0.0227810003051757,0.050824000000000001,0.0028496183502592001,0.0199313819549163,0.0028109756155961,0.0032394260894972001,0.0034461867070563002,0.019970024689579501,0.019541574215678401,0.0193348135981193,0.1291319061860543,modeled,exact,8.8904578143811351e-17,True
R1,orig+VIX,2024-01-31,2023-12-29,0.025278999511718601,0.036125999999999901,0.0025044569837966001,0.0227745425279221,0.0024946969837966,0.0026617139058752,0.0026645970701417001,0.022784302527922001,0.022617285605843401,0.022614402441576802,0.016885345734373901,modeled,exact,3.9898639947466563e-17,True
R1,orig+VIX,2024-02-29,2024-01-31,0.035623000000000002,0.039265000000000001,0.0022525225283686,0.033370477471631202,0.0022486051729967002,0.0023373448990240001,0.0023425212569127001,0.0333743948270031,0.033285655100975801,0.033280478743087101,0.0060359098433719,modeled,exact,4.4669129506402777e-17,True
R1,orig+VIX,2024-04-30,2024-02-29,0.031990000610351503,0.032694999999999801,0.0021975070418084001,0.029792493568543101,0.0021810905513221001,0.0025437427785902,0.0025871343245071001,0.0298089100590293,0.029446257831761202,0.029402866285844102,0.039149717082122601,modeled,exact,1.5178830414797062e-17,True
R1,orig+VIX,2024-05-31,2024-04-30,-0.030402001342773401,0.0474199999999999,0.0027631397684389001,-0.033165141111212201,0.0027443518896509002,0.0028066706021179001,0.0028116957979167001,-0.033146353232424403,-0.033208671944891403,-0.033213697140690002,0.019611978068325601,modeled,exact,5.1608023410310011e-17,True
R1,orig+VIX,2024-06-28,2024-05-31,-0.0082749983520505003,0.047675000000000002,0.0027925278501663001,-0.011067526202216901,0.0027465609080175001,0.0029727853119445001,0.0031354677866677,-0.0110215592600682,-0.0112477836639953,-0.011410466138718401,0.0583324593602517,modeled,exact,3.1658703436576729e-17,True
R1,orig+VIX,2024-07-31,2024-06-28,0.023454999694824102,0.049282999999999903,0.0034039311479637001,0.0200510685468605,0.0033579222036232001,0.0038519613072319002,0.0039819244077431001,0.0200970774912008,0.0196030383875921,0.019473075287081001,0.059756914148895203,modeled,exact,6.9388939039072299e-18,True
R1,orig+VIX,2024-08-30,2024-07-31,0.058310000976562401,0.064068,0.0039892304742565003,0.054320770502305903,0.0039405693489138003,0.0043287891526365002,0.0044877482563572,0.054369431627648603,0.053981211823925901,0.053822252720205001,0.067818567771741001,modeled,exact,8.6736173798840342e-17,True
R1,orig+VIX,2024-09-30,2024-08-30,0.039065999999999802,0.062834000000000001,0.0032516857082120001,0.035814314291787802,0.0031741499974175,0.0043772243320148001,0.0044377512408431,0.035891850002582201,0.034688775667984902,0.034628248759156703,0.10110768055511341,modeled,exact,5.1174342541315809e-17,True
R1,orig+VIX,2024-10-31,2024-09-30,0.020597000000000001,0.047343000000000003,0.003323437486834,0.017273562513165901,0.0033212667551267001,0.0033268744379753002,0.0033274470654318,0.0172757332448732,0.017270125562024501,0.017269552934568101,0.0037597955347146001,modeled,exact,4.8138576458356403e-17,True
R1,orig+VIX,2024-11-29,2024-10-31,0.033387998901367101,0.075700000000000003,0.0036786709916379,0.029709327909729102,0.0036062912264724,0.0040709924474087002,0.0041362506716583003,0.029781707674894301,0.029317006453958301,0.029251748229708701,0.079643328929986601,modeled,exact,3.903127820947816e-18,False
R1,orig+VIX,2024-12-31,2024-11-29,0.049008001159667802,0.052579000000000001,0.0032389682852571001,0.045769032874410601,0.0032017271335228002,0.0034518563716453001,0.003504436445656,0.0458062740261449,0.045556144788022501,0.0455035647140117,0.0464443979535554,modeled,exact,9.8445557261683815e-17,True
R1,orig+VIX,2025-01-31,2024-12-31,0.036859002075195303,0.065402999999999906,0.0035452875289921,0.033313714546203001,0.0035007560787215001,0.0037891379288716,0.0038029990553042001,0.0333582459964736,0.033069864146323603,0.033056003019890902,0.0525358163998592,modeled,exact,4.7704895589362195e-17,False
R1,orig+VIX,2025-02-28,2025-01-31,0.043449000915527301,0.072733999999999702,0.0040773729292376002,0.039371627986289501,0.0040463865004482001,0.0042441239824122,0.0043522942339888002,0.039402614415079001,0.0392048769331148,0.0390967066815383,0.039486347512853702,modeled,exact,5.7245874707234622e-17,True
R1,orig+VIX,2025-04-30,2025-02-28,0.052669000000000001,0.081305999999999906,0.0041486075700354003,0.0485203924299644,0.0041363908402414001,0.0046413572831943001,0.0046413572831943001,0.048532609159758301,0.048027642716805402,0.048027642716805402,0.0108233094728556,modeled,exact,6.7654215563095489e-17,True
R1,orig+VIX,2025-05-30,2025-04-30,0.018545997375488201,0.0796319999999998,0.0043040050348510002,0.014241992340637,0.0042352012250648002,0.0046233084776462,0.0046688262619369002,0.0143107961504234,0.013922688897841901,0.0138771711135511,0.063831123166566001,modeled,exact,6.852157730108388e-17,True
R1,orig+VIX,2025-06-30,2025-05-30,0.0663610002441406,0.074969999999999801,0.0041225524180923002,0.0622384478260481,0.0040447171887063003,0.0047540722053443004,0.0050836633396888001,0.062316283055434102,0.061606928038796201,0.061277336904451501,0.077217553688141802,modeled,exact,3.469446951953615e-18,True
R1,orig+VIX,2025-07-31,2025-06-30,0.0230309962158202,0.0699739999999998,0.0038745633082432002,0.019156432907577001,0.0038076822332379001,0.0044108181351996002,0.0045731178198678002,0.019223313982582101,0.018620178080620501,0.018457878395952101,0.063852287992682902,modeled,exact,1.3010426069826053e-18,True
R1,orig+VIX,2025-08-29,2025-07-31,0.0355729972534179,0.086797999999999903,0.004560210396287,0.031012786857130801,0.0044707994898137001,0.0050568051812873004,0.0051830357327429001,0.031102197763604001,0.030516192072130501,0.030389961520674701,0.076729878568630602,modeled,exact,6.1582683397176664e-17,True
R1,orig+VIX,2025-09-30,2025-08-29,0.061097997863769501,0.089772000000000005,0.0048551617404452001,0.056242836123324001,0.0047308393333089001,0.0052424579657762002,0.0054199003473398002,0.056367158530460502,0.055855539897993002,0.055678097516429603,0.099418526934901705,modeled,exact,5.0306980803327412e-17,True
R1,orig+VIX,2025-10-31,2025-09-30,0.0712669999999999,0.081985000000000002,0.0049436821969976001,0.066323317803002102,0.0049082467599436,0.0053583371998964001,0.0053925356839005,0.066358753240056204,0.065908662800103102,0.065874464316099002,0.028285662011343402,modeled,exact,4.0766001685454979e-17,True
R1,orig+VIX,2025-11-28,2025-10-31,0.0132079999999999,0.082407999999999801,0.0043478259165844,0.0088601740834155004,0.0043478259165844,0.0043478259165844,0.0043478259165844,0.0088601740834155004,0.0088601740834155004,0.0088601740834155004,0,modeled,exact,3.3827107781547738e-17,True
R1,orig+VIX,2025-12-31,2025-11-28,0.0213760030517578,0.0706259999999998,0.0040572707271455,0.017318732324612202,0.0039621408738313001,0.0056945127826020002,0.0057565366768675,0.017413862177926401,0.015681490269155701,0.015619466374890201,0.091637640528983502,modeled,exact,8.6736173798840355e-19,True
R1,orig+VIX,2026-01-30,2025-12-31,0.067834997436523201,0.078799999999999801,0.0054076038629069,0.062427393573616402,0.0053341430615789004,0.0057910070386297001,0.0059077957939403002,0.062500854374944403,0.062043990397893503,0.061927201642582801,0.065888324873096302,modeled,exact,4.5970172113385394e-17,True
R1,orig+VIX,2026-02-27,2026-01-30,0.081271998046875002,0.094669000000000003,0.0050053718269217002,0.076266626219953101,0.0049623558980036002,0.0052671115001815001,0.0053636337299729003,0.076309642148871301,0.076004886546693406,0.0759083643169019,0.049931867876495901,modeled,exact,9.107298248878236e-17,True
R1,orig+VIX,2026-03-31,2026-02-27,0.074170999511718502,0.086050000000000001,0.0045184293578837001,0.069652570153834706,0.004499137091721,0.0045805760724668002,0.0046716669258132001,0.069671862419997302,0.0695904234392518,0.069499332585905002,0.022672864613596602,modeled,exact,6.5052130349130266e-17,True
R1,orig+VIX,2026-04-30,2026-03-31,-0.0206139870605468,0.095177999999999902,0.0042055549741628001,-0.0248195420347097,0.0038980162028324,0.0046671593576676001,0.0049248428142781003,-0.024512003263379201,-0.025281146418214401,-0.025538829874824701,0.0714240685872784,modeled,exact,6.2450045135165055e-17,True
R1,larger+VIX,2021-01-29,2020-12-31,0.0049419966583250001,0.0488839999999999,0.0013584867442661,0.0035835099140589001,0.00059853191472450005,0.0052223550713638,0.0052823121840017001,0.0043434647436004,-0.00028035841303880002,-0.00034031552567660001,0.84330251206939044,modeled,exact,1.7347234759768068e-17,True
R1,larger+VIX,2021-02-26,2021-01-29,-0.039893996173095601,0.060040000000000003,0.0016271045484095,-0.041521100721505201,0.00060226651966020003,0.0031126258713908002,0.0032784118082813001,-0.040496262692756101,-0.043006622044486603,-0.043172407981377003,0.89242171885409705,modeled,exact,9.9746599868666408e-18,False
R1,larger+VIX,2021-03-31,2021-02-26,-0.026644000244140601,0.039335999999999802,0.0011028017696459,-0.027746802013786501,0.0006440642823518,0.0015915582366713,0.0018498127575945001,-0.027288064526492201,-0.028235558480811902,-0.028493813001735101,0.697274761033152,modeled,exact,3.5344990823027445e-17,False
R1,larger+VIX,2021-04-30,2021-03-31,0.038382003784179601,0.034347999999999802,0.0011568926406682,0.037225111143511402,0.00059940136417970002,0.0035951838732149002,0.0041709420453121,0.0377826024199997,0.034786819910964502,0.034211061738867302,0.86607662746011371,modeled,exact,-2.1684043449710093e-19,True
R1,larger+VIX,2021-06-30,2021-04-30,-0.014112000213623001,0.0381299999999999,0.0010279015443547001,-0.0151399017579777,0.00060152657738780002,0.0050401234005181001,0.0052707721582858002,-0.014713526791011001,-0.0191521236141413,-0.019382772371908701,0.73629687909782315,modeled,exact,1.2576745200831853e-17,True
R1,larger+VIX,2021-07-30,2021-06-30,0.034357993530273301,0.042282,0.0013669833766739,0.032991010153599502,0.00096859198406150002,0.0033098011971041002,0.0036526909433958,0.0333894015462117,0.031048192333169002,0.030705302586877401,0.40182583605316641,modeled,exact,-6.7220534694101275e-18,True
R1,larger+VIX,2021-08-31,2021-07-30,0.019448994003295701,0.029998,0.0010504496387572001,0.0183985443645386,0.00067218737178050003,0.0047116301852595001,0.0047849485489855001,0.018776806631515201,0.014737363818036101,0.01466404545431,0.70721381425428576,modeled,exact,2.1684043449710093e-18,True
R1,larger+VIX,2021-09-30,2021-08-31,-0.0119840024719237,0.036174999999999902,0.0013382149704981,-0.0133222174424219,0.00092634146342930005,0.0044979848434866,0.0048812455947901002,-0.0129103439353531,-0.016481987315410201,-0.016865248066714002,0.55394609536973105,modeled,exact,4.0115480381963664e-17,True
R1,larger+VIX,2021-10-29,2021-09-30,-0.057755000488281201,0.048008999999999802,0.0013744291739179,-0.059129429662199202,0.0012963921023505,0.0022109395520728001,0.002277906976495,-0.0590513925906316,-0.059965940040354,-0.0600329074647762,0.1056051990251789,modeled,exact,8.2833045977892551e-17,True
R1,larger+VIX,2021-11-30,2021-10-29,0.0453099912109374,0.030442999999999901,0.00098816583381760009,0.044321825377119803,0.00073387490239970002,0.0027547661274369001,0.0030083629454493001,0.0445761163085375,0.0425552250835005,0.042301628265488,0.52951417403015155,modeled,exact,1.1058862159352145e-17,True
R1,larger+VIX,2021-12-31,2021-11-30,0.0061339968566894,0.051623999999999802,0.0015126629894566001,0.0046213338672328004,0.0013765563367744,0.0036127231949238002,0.0037394598111829,0.0047574405199149001,0.0025212736617653002,0.0023945370455063001,0.14950410661707561,modeled,exact,3.4477629085039041e-17,True
R1,larger+VIX,2022-01-31,2021-12-31,-0.0175110014648437,0.030405999999999801,0.0010347194731535,-0.0185457209379973,0.00094351888140180003,0.0012501741076803,0.00131665770073,-0.018454520346245701,-0.018761175572523901,-0.018827659165573701,0.1489837532066044,modeled,exact,6.9822619908066498e-17,True
R1,larger+VIX,2022-02-28,2022-01-31,0.0312450007019042,0.053568999999999901,0.0012885555911153,0.029956445110788502,0.0012122576566092,0.001788485663315,0.0018285617377682001,0.0300327430452948,0.029456515038588801,0.029416438964135701,0.14047303477757681,modeled,exact,6.7220534694101275e-18,True
R1,larger+VIX,2022-04-29,2022-02-28,0.045702998260498,0.062057000000000001,0.0015713941950761001,0.044131604065421902,0.0014526248513359,0.0022401847018964,0.0023115731613166002,0.044250373409161901,0.0434628135586013,0.043391425099181202,0.13200767036756381,modeled,exact,9.1072982488782372e-18,True
R1,larger+VIX,2022-05-31,2022-04-29,0.0049340010986328002,0.049049000000000002,0.0012647038052724,0.0036692972933603002,0.001214754142019,0.0014043045918432,0.0014319239498518,0.0037192469566137,0.0035296965067892002,0.0035020771487809001,0.095924483679584005,modeled,exact,4.488596994089989e-17,False
R1,larger+VIX,2022-06-30,2022-05-31,0.0077259992065428001,0.030622,0.00085307320857740002,0.0068729259979653,0.00082314314857820001,0.00085011082561170005,0.00085922230894130004,0.0069028560579645001,0.0068758883809311002,0.0068667768976014001,0.086865652145516101,modeled,exact,2.5912431922403556e-17,False
R1,larger+VIX,2022-07-29,2022-06-30,-0.0098240014419555006,0.035471999999999802,0.00097170874242020003,-0.010795710184376001,0.00090558269291360002,0.0012856637517384001,0.0013144392841237,-0.010729584134869101,-0.011109665193693901,-0.0111384407260793,0.163255525484887,modeled,exact,7.9688859677684576e-17,False
R1,larger+VIX,2022-08-31,2022-07-29,-0.00042899671936030002,0.036045000000000001,0.00097821213430870002,-0.0014072088536691001,0.00090267507739420002,0.0011964288213307001,0.0012411599200120001,-0.0013316717967545,-0.001625425540691,-0.0016701566393723,0.18415869052573161,modeled,exact,9.6493993351209907e-17,True
R1,larger+VIX,2022-09-30,2022-08-31,0.028406999511718701,0.039384000000000002,0.0010631248789023,0.0273438746328163,0.0010207587668614,0.0011093347276093001,0.0011355200251145,0.027386240744857002,0.027297664784109301,0.027271479486604001,0.1058805606337576,modeled,exact,5.1174342541315809e-17,True
R1,larger+VIX,2022-10-31,2022-09-30,0.0382899998016357,0.053635000000000002,0.0012356845670042,0.037054315234631402,0.0011348906630684,0.0014544758286375,0.0014762941926117,0.037155109138567101,0.036835523972997802,0.036813705609023702,0.1457816724154003,modeled,exact,4.3368086899420185e-18,False
R1,larger+VIX,2022-11-30,2022-10-31,-0.0069429987792968004,0.026053,0.00071752612725540003,-0.0076605249065521,0.00065781467198210001,0.00080827022650790004,0.00082619311934330002,-0.0076008134512789002,-0.0077512690058047003,-0.0077691918986402004,0.29459179365140392,modeled,exact,1.1709383462843448e-17,True
R1,larger+VIX,2022-12-30,2022-11-30,-0.0032640006225035001,0.030727999999999901,0.00089757993355710003,-0.0041615805560606001,0.00072045062975810003,0.0032481163882604001,0.0034115062964376001,-0.0039844512522617002,-0.0065121170107640004,-0.0066755069189413001,0.45948320749804722,modeled,exact,2.2551405187698492e-17,True
R1,larger+VIX,2023-01-31,2022-12-30,-0.012714997161865201,0.028295999999999901,0.00075618373480600002,-0.0134711808966714,0.00069176532387480003,0.00090980339116390003,0.0010604194450781,-0.0134067624857401,-0.013624800553029,-0.0137754166069433,0.28428046366977661,modeled,exact,9.8228716827186726e-17,False
R1,larger+VIX,2023-02-28,2023-01-31,0.0176030004272461,0.024976000000000002,0.00073447467933550001,0.016868525747910201,0.00072184990131620005,0.00074117156568770002,0.00074358523247980001,0.016881150525929801,0.016861828861558101,0.016859415194766102,0.059657270980141001,modeled,exact,5.3234326669038274e-17,False
R1,larger+VIX,2023-03-31,2023-02-28,0.0166270008850097,0.0273339999999999,0.0008267646299635,0.015800236255046101,0.00073718833856780005,0.0018255867350787001,0.0018873163111221001,0.015889812546441801,0.0148014141499309,0.014739684573887401,0.3741859954635266,modeled,exact,7.7520455332713567e-17,False
R1,larger+VIX,2023-04-28,2023-03-31,-0.0099850018005371004,0.028457,0.00086499965084860003,-0.010850001451385601,0.00077897055814100003,0.0014632722007638,0.0016197237960423,-0.0107639723586782,-0.0114482740013009,-0.0116047255965794,0.3510911199353387,modeled,exact,8.077306185017008e-17,True
R1,larger+VIX,2023-05-31,2023-04-28,0.020775996383666801,0.030647999999999901,0.0011445761768520001,0.019631420206814802,0.0010509108805322001,0.0022922929123138001,0.0025118154316836,0.0197250855031346,0.018483703471352801,0.018264180951983101,0.25277342730357771,modeled,exact,3.5995512126518747e-17,True
R1,larger+VIX,2023-06-30,2023-05-31,-0.0051570004577635,0.045561999999999901,0.0024590535573924001,-0.0076160540151561,0.0024554450793680001,0.0025829102402453001,0.0025940969128153001,-0.0076124455371316003,-0.0077399106980088001,-0.0077510973705789002,0.0067819674289977001,modeled,exact,7.5026790335996919e-17,False
R1,larger+VIX,2023-07-31,2023-06-30,0.0225389986114501,0.035140999999999901,0.0020567816898355001,0.020482216921614602,0.0020475061192687001,0.0021629901871743,0.0021712568578060002,0.020491492492181101,0.020376008424275501,0.020367741753644,0.017244813750317101,modeled,exact,7.6761513811973702e-17,False
R1,larger+VIX,2023-08-31,2023-07-31,0.0061039994812011004,0.030807999999999901,0.0018307895938301001,0.0042732098873708001,0.0018108997774865,0.0019012293868225,0.001925395775398,0.0042930997037144,0.0042027700943783001,0.0041786037058029,0.030673850947802402,modeled,exact,8.6519333364343254e-17,True
R1,larger+VIX,2023-09-29,2023-08-31,0.023144999633789,0.034838000000000001,0.0020209306387504,0.021124068995038402,0.0019867286035087002,0.0022863688691225001,0.0023640799625811002,0.021158271030280101,0.020858630764666201,0.020780919671207501,0.1735748320799127,modeled,exact,8.1965684239904135e-17,True
R1,larger+VIX,2023-10-31,2023-09-29,0.035481003662109302,0.042793999999999902,0.0022124918877545001,0.033268511774354803,0.0021881113071391001,0.0022806239414109,0.0022894761713519,0.033292892354970002,0.033200379720698302,0.0331915274907571,0.0374585222227415,modeled,exact,7.0256300777060687e-17,True
